Protein_ID,Study_ID,Abundance_Corrected,Tissue_Compartment,Age_Group,Gene_Symbol,Zscore
P15502,Tam_2020,23.3516,NP,Old,ELN,-1.5736787954856162
P15692,Tam_2020,24.3424,NP,Old,VEGFA,-1.2911659943460332
P16035,Tam_2020,27.940766666666665,NP,Old,TIMP2,-0.2651419263935668
P16112,Tam_2020,37.7734,NP,Old,ACAN,2.538496331154311
P17931,Tam_2020,26.40246666666667,NP,Old,LGALS3,-0.703766716455153
P17936,Tam_2020,28.15833333333333,NP,Old,IGFBP3,-0.20310582583381517
P18065,Tam_2020,25.4857,NP,Old,IGFBP2,-0.9651699451505493
P19823,Tam_2020,31.3733,NP,Old,ITIH2,0.7135970794653259
P19827,Tam_2020,31.714066666666664,NP,Old,ITIH1,0.8107619417331879
P20073,Tam_2020,25.3822,NP,Old,ANXA7,-0.9946815266179968
P20742,Tam_2020,24.3443,NP,Old,PZP,-1.2906242358456648
P20774,Tam_2020,35.01763333333333,NP,Old,OGN,1.7527279013126742
P20809,Tam_2020,25.1984,NP,Old,IL11,-1.0470895331273384
P20849,Tam_2020,27.4777,NP,Old,COL9A1,-0.3971789279219979
P20908,Tam_2020,29.109666666666666,NP,Old,COL5A1,0.06815360575425201
P21246,Tam_2020,26.9714,NP,Old,PTN,-0.541543311467588
P21810,Tam_2020,35.02963333333333,NP,Old,BGN,1.7561495339465811
P21980,Tam_2020,25.758166666666664,NP,Old,TGM2,-0.8874798752906745
P22105,Tam_2020,28.38763333333333,NP,Old,TNXB,-0.1377241289209105
P22692,Tam_2020,24.6789,NP,Old,IGFBP4,-1.1952177125702268
P22792,Tam_2020,28.07825,NP,Old,CPN2,-0.2259404713975962
P23142,Tam_2020,29.309966666666668,NP,Old,FBLN1,0.12526635713521597
P23297,Tam_2020,27.40553333333333,NP,Old,S100A1,-0.4177562464009108
P24043,Tam_2020,24.1347,NP,Old,LAMA2,-1.3503887525179066
P24592,Tam_2020,25.424950000000003,NP,Old,IGFBP6,-0.9824919603597029
P24593,Tam_2020,27.37685,NP,Old,IGFBP5,-0.4259348988494568
P24821,Tam_2020,31.68103333333333,NP,Old,TNC,0.801342947454849
P26447,Tam_2020,28.02455,NP,Old,S100A4,-0.24125227743432953
P26927;Q2TV78,Tam_2020,27.664900000000003,NP,Old,MST1;MST1L,-0.3438014588330484
P27658,Tam_2020,24.8493,NP,Old,COL8A1,-1.146630529168748
P28300,Tam_2020,26.5678,NP,Old,LOX,-0.6566242223879918
P29279,Tam_2020,29.308566666666668,NP,Old,CTGF,0.12486716666126009
P29622,Tam_2020,31.355666666666668,NP,Old,SERPINA4,0.7085691804005018
P30740,Tam_2020,24.6787,NP,Old,SERPINB1,-1.1952747397807917
P31949,Tam_2020,24.8723,NP,Old,S100A11,-1.1400723999537596
P35052,Tam_2020,25.97525,NP,Old,GPC1,-0.8255815904897881
P35237,Tam_2020,25.179,NP,Old,SERPINB6,-1.052621172552155
P35442,Tam_2020,29.5337,NP,Old,THBS2,0.18906079668739162
P35443,Tam_2020,29.1426,NP,Old,THBS4,0.07754408642730846
P35555,Tam_2020,29.42503333333333,NP,Old,FBN1,0.15807601228034504
P35625,Tam_2020,31.6898,NP,Old,TIMP3,0.8038426401846218
P35858,Tam_2020,30.44245,NP,Old,IGFALS,0.44817818469263637
P36955,Tam_2020,31.44203333333333,NP,Old,SERPINF1,0.7331954308295365
P39059,Tam_2020,28.139066666666665,NP,Old,COL15A1,-0.20859944711825468
P39060,Tam_2020,28.27576666666667,NP,Old,COL18A1,-0.16962134869699677
P43026,Tam_2020,26.5274,NP,Old,GDF5,-0.6681437189221446
P48061,Tam_2020,28.34913333333333,NP,Old,CXCL12,-0.14870186695469498
P48740,Tam_2020,25.9271,NP,Old,MASP1,-0.8393108914333396
P49257,Tam_2020,25.9055,NP,Old,LMAN1,-0.8454698301743719
P49746,Tam_2020,27.843266666666665,NP,Old,THBS3,-0.2929426915440607
P49747,Tam_2020,38.584833333333336,NP,Old,COMP,2.7698652289520793
P50454,Tam_2020,24.887,NP,Old,SERPINH1,-1.1358808999772234
P50995,Tam_2020,25.9949,NP,Old,ANXA11,-0.8199786670517648
P51884,Tam_2020,36.7271,NP,Old,LUM,2.2401584790829077
P51888,Tam_2020,35.70823333333333,NP,Old,PRELP,1.9496428593940196
P55083,Tam_2020,26.8307,NP,Old,MFAP4,-0.5816619541001466
P55107,Tam_2020,24.7187,NP,Old,GDF10,-1.183869297667769
P55268,Tam_2020,23.58396666666667,NP,Old,LAMB2,-1.507422681344046
P55774,Tam_2020,28.691,NP,Old,CCL18,-0.05122335502872351
P58215,Tam_2020,29.7333,NP,Old,LOXL3,0.24597395283137713
P60827,Tam_2020,21.7574,NP,Old,C1QTNF8,-2.0282426909001536
P60903,Tam_2020,24.8139,NP,Old,S100A10,-1.1567243454387732
P83110,Tam_2020,30.6396,NP,Old,HTRA3,0.5043927575071994
P98066,Tam_2020,30.807366666666667,NP,Old,TNFAIP6,0.5522290826362368
P98095,Tam_2020,23.4909,NP,Old,FBLN2,-1.5339593433270136
P98160,Tam_2020,33.08806666666667,NP,Old,HSPG2,1.2025388783155344
Q02388,Tam_2020,26.916833333333333,NP,Old,COL7A1,-0.5571022354167704
Q02809,Tam_2020,30.158833333333337,NP,Old,PLOD1,0.3673088478437561
Q04756,Tam_2020,25.82135,NP,Old,HGFAC,-0.8694640290196446
Q05707,Tam_2020,28.1621,NP,Old,COL14A1,-0.20203181336817197
Q06033,Tam_2020,28.378500000000003,NP,Old,ITIH3,-0.14032837153671573
Q06141,Tam_2020,26.2309,NP,Old,REG3A,-0.7526865585849292
Q06828,Tam_2020,34.718333333333334,NP,Old,FMOD,1.66738668070198
Q07092,Tam_2020,25.8092,NP,Old,COL16A1,-0.872928432061475
Q07507,Tam_2020,30.58643333333333,NP,Old,DPT,0.48923302403197094
Q08431,Tam_2020,32.06546666666667,NP,Old,MFGE8,0.9109587506960988
Q12794,Tam_2020,24.935,NP,Old,HYAL1,-1.1221943694415961
Q12805,Tam_2020,30.3219,NP,Old,EFEMP1,0.4138050335245125
Q12841,Tam_2020,27.56125,NP,Old,FSTL1,-0.3733558107084201
Q13214,Tam_2020,27.61283333333333,NP,Old,SEMA3B,-0.35864754265016835
Q14055,Tam_2020,27.1747,NP,Old,COL9A2,-0.4835751519281474
Q14112,Tam_2020,28.76556666666667,NP,Old,NID2,-0.02996171002302878
Q14520,Tam_2020,27.166,NP,Old,HABP2,-0.4860558355877302
Q14563,Tam_2020,29.7065,NP,Old,SEMA3A,0.23833230661565122
Q14624,Tam_2020,33.119699999999995,NP,Old,ITIH4,1.2115586821199145
Q14766,Tam_2020,27.5395,NP,Old,LTBP1,-0.3795575198573767
Q14767,Tam_2020,30.990866666666665,NP,Old,LTBP2,0.60455154832973
Q15063;CON__Q2KJC7,Tam_2020,29.6652,NP,Old,POSTN,0.2265561876339549
Q15113,Tam_2020,31.737166666666667,NP,Old,PCOLCE,0.8173485845534597
Q15485,Tam_2020,27.3943,NP,Old,FCN2,-0.4209592747276504
Q15582,Tam_2020,33.0545,NP,Old,TGFBI,1.1929678114756874
Q15848,Tam_2020,24.664,NP,Old,ADIPOQ,-1.199466239757327
Q16270,Tam_2020,28.6565,NP,Old,IGFBP7,-0.06106054885120532
Q16363,Tam_2020,24.430300000000003,NP,Old,LAMA4,-1.2661025353026645
Q16610,Tam_2020,30.92046666666667,NP,Old,ECM1,0.5844779702108105
Q16627,Tam_2020,27.6976,NP,Old,CCL14,-0.33447750990565245
Q2UY09,Tam_2020,23.8145,NP,Old,COL28A1,-1.4416893166326568
Q32P28,Tam_2020,24.4588,NP,Old,LEPRE1,-1.2579761577971362
Q32P28,Tam_2020,24.4588,NP,Old,P3H1,-1.2579761577971362
Q4ZHG4,Tam_2020,29.70483333333333,NP,Old,FNDC1,0.23785707986094132
Q53RD9,Tam_2020,27.3077,NP,Old,FBLN7,-0.44565205690234566
Q5SY68,Tam_2020,29.6403,NP,Old,S100A7L2,0.21945629991859836
Q6FHJ7,Tam_2020,27.5498,NP,Old,SFRP4,-0.37662061851327294
Q6H9L7,Tam_2020,26.3656,NP,Old,ISM2,-0.7142787322693231
Q6KF10,Tam_2020,27.250766666666667,NP,Old,GDF6,-0.4618858028432153
Q6NUI6,Tam_2020,26.767233333333333,NP,Old,CHADL,-0.5997585889194768
Q6PCB0,Tam_2020,26.9593,NP,Old,VWA1,-0.5449934577067777
Q6UVK1,Tam_2020,30.8935,NP,Old,CSPG4,0.5767888013196131
Q6UX71,Tam_2020,27.80613333333333,NP,Old,PLXDC2,-0.30353074363898386
Q6UXH9,Tam_2020,26.2431,NP,Old,PAMR1,-0.7492078987404571
Q6UXI7,Tam_2020,27.0334,NP,Old,VIT,-0.5238648761924019
Q6UXX5,Tam_2020,26.9074,NP,Old,ITIH6,-0.5597920188484251
Q6WN34,Tam_2020,26.880133333333333,NP,Old,CHRDL2,-0.567566728555469
Q6YHK3,Tam_2020,30.337266666666665,NP,Old,CD109,0.4181866242029318
Q7Z7G0,Tam_2020,35.258599999999994,NP,Old,ABI3BP,1.821436185508544
Q86TH1,Tam_2020,26.22985,NP,Old,ADAMTSL2,-0.7529859514403958
Q86UX2,Tam_2020,29.48773333333333,NP,Old,ITIH5,0.17595404279250867
Q86XS5,Tam_2020,23.9151,NP,Old,ANGPTL5,-1.4130046297184036
Q8IUL8,Tam_2020,34.6002,NP,Old,CILP2,1.6337026083281851
Q8IUX7,Tam_2020,33.1199,NP,Old,AEBP1,1.2116157093304813
Q8IWU5,Tam_2020,26.9287,NP,Old,SULF2,-0.5537186209232403
Q8IWY4,Tam_2020,26.9164,NP,Old,SCUBE1,-0.5572257943729948
Q8IXL6,Tam_2020,25.407366666666665,NP,Old,FAM20C,-0.9875056026218872
Q8IZC6,Tam_2020,24.6233,NP,Old,COL27A1,-1.2110712771073284
Q8IZJ3,Tam_2020,25.4679,NP,Old,CPAMD8,-0.970245366890845
Q8N2S1,Tam_2020,26.906166666666667,NP,Old,LTBP4,-0.5601436866469095
Q92626,Tam_2020,29.505866666666662,NP,Old,PXDN,0.18112450988374526
Q92743,Tam_2020,34.52126666666666,NP,Old,HTRA1,1.6111958692251511
Q92765,Tam_2020,27.084366666666668,NP,Old,FRZB,-0.5093324420333913
Q92954,Tam_2020,36.5651,NP,Old,PRG4,2.1939664385251643
Q96CG8,Tam_2020,25.58765,NP,Old,CTHRC1,-0.936100324564982
Q96GW7,Tam_2020,29.9857,NP,Old,BCAN,0.3179422925645536
Q96QV1,Tam_2020,26.502650000000003,NP,Old,HHIP,-0.6752008362295769
Q96RW7,Tam_2020,27.01073333333333,NP,Old,HMCN1,-0.5303279600564491
Q96S86,Tam_2020,27.7311,NP,Old,HAPLN3,-0.32492545213599555
Q99584,Tam_2020,26.4597,NP,Old,S100A13,-0.6874474296984359
Q99645,Tam_2020,30.105266666666665,NP,Old,EPYC,0.35203505994739775
Q99715,Tam_2020,29.87076666666667,NP,Old,COL12A1,0.2851706555598005
Q99983,Tam_2020,30.188233333333333,NP,Old,OMD,0.37569184779682685
Q99985,Tam_2020,29.056166666666662,NP,Old,SEMA3C,0.052898826928082655
Q9BUD6,Tam_2020,27.10905,NP,Old,SPON2,-0.5022943337961471
Q9BXJ0,Tam_2020,25.1972,NP,Old,C1QTNF5,-1.0474316963907295
Q9BXN1,Tam_2020,29.5676,NP,Old,ASPN,0.19872690887817848
Q9BY76,Tam_2020,28.83335,NP,Old,ANGPTL4,-0.010634237909002298
Q9BYJ0,Tam_2020,31.906066666666664,NP,Old,FGFBP2,0.865508063875699
Q9GZP0,Tam_2020,25.4155,NP,Old,PDGFD,-0.9851864960589048
Q9H2X0,Tam_2020,27.206933333333332,NP,Old,CHRD,-0.4743842664920704
Q9H336,Tam_2020,25.09405,NP,Old,CRISPLD1,-1.0768434802396878
Q9H3U7,Tam_2020,29.717033333333333,NP,Old,SMOC2,0.2413357397054144
Q9H4F8,Tam_2020,30.618466666666663,NP,Old,SMOC1,0.49836688225748393
Q9H8L6,Tam_2020,25.62265,NP,Old,MMRN2,-0.9261205627160867
Q9HCB6,Tam_2020,26.0792,NP,Old,SPON1,-0.7959416977985688
Q9NR99,Tam_2020,30.4906,NP,Old,MXRA5,0.4619074856361879
Q9NRA1,Tam_2020,29.085700000000003,NP,Old,PDGFC,0.061319845021533384
Q9NS15,Tam_2020,26.21616666666667,NP,Old,LTBP3,-0.756887563096558
Q9NT22,Tam_2020,26.1849,NP,Old,EMILIN3,-0.7658028170149056
Q9UBX1,Tam_2020,25.76825,NP,Old,CTSF,-0.884604753424683
Q9UBX5,Tam_2020,26.63185,NP,Old,FBLN5,-0.638361258204513
Q9UHF5,Tam_2020,25.15533333333333,NP,Old,IL17B,-1.0593693924690273
Q9UK55,Tam_2020,28.77125,NP,Old,SERPINA10,-0.028341186789470982
Q9UKU9,Tam_2020,31.12053333333333,NP,Old,ANGPTL2,0.641524189846113
Q9UKZ9,Tam_2020,31.48463333333333,NP,Old,PCOLCE2,0.7453422266799062
Q9Y240,Tam_2020,30.60376666666667,NP,Old,CLEC11A,0.4941753822809496
Q9Y4K0,Tam_2020,29.592466666666667,NP,Old,LOXL2,0.20581729205844157
Q9Y5W5,Tam_2020,25.973766666666663,NP,Old,WIF1,-0.8260045423014802
Q9Y6C2,Tam_2020,29.6675,NP,Old,EMILIN1,0.22721200055545424
CON__P07477;Q8NHM4;P07478;P07477,Tam_2020,30.25895,IAF,Young,PRSS3P2;PRSS2;PRSS1,0.44127248936136226
CON__Q86YZ3;Q86YZ3,Tam_2020,30.8388,IAF,Young,HRNR,0.6048390455555438
O00339,Tam_2020,31.671333333333333,IAF,Young,MATN2,0.8396835919903043
O00468,Tam_2020,27.6638,IAF,Young,AGRN,-0.29077846917503475
O00469,Tam_2020,29.21334,IAF,Young,PLOD2,0.14632236980941268
O00585,Tam_2020,27.3075,IAF,Young,CCL21,-0.39128508980448445
O14786,Tam_2020,25.673,IAF,Young,NRP1,-0.852351807230353
O15041,Tam_2020,26.511125,IAF,Young,SEMA3E,-0.6159299396607255
O15230,Tam_2020,27.11803333333334,IAF,Young,LAMA5,-0.44473065362315584
O15232,Tam_2020,31.189566666666668,IAF,Young,MATN3,0.7037847999650968
O15335,Tam_2020,37.521283333333336,IAF,Young,CHAD,2.489862388934603
O15460,Tam_2020,25.99805,IAF,Young,P4HA2,-0.7606603196199041
O43854,Tam_2020,31.54925,IAF,Young,EDIL3,0.8052458056627377
O60568,Tam_2020,25.0587,IAF,Young,PLOD3,-1.0256361660646809
O60687,Tam_2020,32.666533333333334,IAF,Young,SRPX2,1.120413844166642
O60938,Tam_2020,26.1141,IAF,Young,KERA,-0.7279244416405388
O75094,Tam_2020,27.71528333333333,IAF,Young,SLIT3,-0.2762558313639976
O75339,Tam_2020,36.840066666666665,IAF,Young,CILP,2.2977018919289174
O75462,Tam_2020,24.41015,IAF,Young,CRLF1,-1.2085819106878357
O75596,Tam_2020,34.08736666666667,IAF,Young,CLEC3A,1.521208558763922
O75636,Tam_2020,25.7204,IAF,Young,FCN3,-0.8389810134671303
O76076,Tam_2020,25.401,IAF,Young,WISP2,-0.9290787250277438
O94769,Tam_2020,28.997833333333336,IAF,Young,ECM2,0.08553133194866697
O95025,Tam_2020,24.570466666666665,IAF,Young,SEMA3D,-1.1633591029492887
O95389,Tam_2020,25.6848,IAF,Young,WISP3,-0.8490232130023777
O95460,Tam_2020,29.103,IAF,Young,MATN4,0.11519719293528055
O95633,Tam_2020,26.0064,IAF,Young,FSTL3,-0.7583049160772268
O95715,Tam_2020,25.874233333333333,IAF,Young,CXCL14,-0.7955870519922582
O95967,Tam_2020,28.904283333333336,IAF,Young,EFEMP2,0.05914234974298318
P00488,Tam_2020,27.35823333333333,IAF,Young,F13A1,-0.37697401518590334
P00734,Tam_2020,22.67554,IAF,Young,F2,-1.697888083042736
P00747,Tam_2020,22.4505,IAF,Young,PLG,-1.761368324149813
P01008,Tam_2020,23.5993,IAF,Young,SERPINC1,-1.4373099301584786
P01009,Tam_2020,34.08388333333334,IAF,Young,SERPINA1,1.520225965270072
P01011,Tam_2020,32.274966666666664,IAF,Young,SERPINA3,1.00995905208748
P01019,Tam_2020,29.3299,IAF,Young,AGT,0.17920211075964765
P01023,Tam_2020,31.5905,IAF,Young,A2M,0.8168817812478194
P01033,Tam_2020,30.83055,IAF,Young,TIMP1,0.6025118504385272
P01034,Tam_2020,29.53923333333333,IAF,Young,CST3,0.2382517484762664
P01137,Tam_2020,26.9795,IAF,Young,TGFB1,-0.4838087259719267
P01344,Tam_2020,26.2801,IAF,Young,IGF2,-0.6810984550436013
P02452,Tam_2020,33.26948333333333,IAF,Young,COL1A1,1.2904965466884695
P02458,Tam_2020,38.06338333333333,IAF,Young,COL2A1,2.642780264441828
P02461,Tam_2020,31.94343333333333,IAF,Young,COL3A1,0.9164387182133559
P02671,Tam_2020,25.78385,IAF,Young,FGA,-0.8210827673853492
P02675,Tam_2020,26.83705,IAF,Young,FGB,-0.5239916283257443
P02679,Tam_2020,27.006083333333333,IAF,Young,FGG,-0.4763099861504298
P02747,Tam_2020,28.0775,IAF,Young,C1QC,-0.1740802122162813
P02751,Tam_2020,38.28476666666666,IAF,Young,FN1,2.7052290174505753
P02760,Tam_2020,25.4069,IAF,Young,AMBP,-0.9274144279137562
P02775,Tam_2020,25.23885,IAF,Young,PPBP,-0.9748186872367403
P02790,Tam_2020,25.2522,IAF,Young,HPX,-0.971052862411023
P03973,Tam_2020,32.73993333333333,IAF,Young,SLPI,1.1411188286016731
P04004,Tam_2020,24.055975,IAF,Young,VTN,-1.3084891022719944
P04083,Tam_2020,32.91356666666666,IAF,Young,ANXA1,1.1900980583573837
P04196,Tam_2020,25.054033333333333,IAF,Young,HRG,-1.0269525592621858
P04271,Tam_2020,26.1182,IAF,Young,S100B,-0.7267678961884455
P04275,Tam_2020,25.09565,IAF,Young,VWF,-1.015213152783014
P05121,Tam_2020,28.24318333333333,IAF,Young,SERPINE1,-0.12734355230060407
P05154,Tam_2020,33.87571666666667,IAF,Young,SERPINA5,1.4615054258528273
P05155,Tam_2020,32.24103333333333,IAF,Young,SERPING1,1.000386992979912
P05452,Tam_2020,30.63015,IAF,Young,CLEC3B,0.5459821654142732
P05543,Tam_2020,24.8669,IAF,Young,SERPINA7,-1.0797399264821064
P05546,Tam_2020,22.12835,IAF,Young,SERPIND1,-1.8522417674160985
P05997,Tam_2020,31.12265,IAF,Young,COL5A2,0.6849086617937408
P06702,Tam_2020,25.1583,IAF,Young,S100A9,-0.9975405741065189
P06703,Tam_2020,30.2374,IAF,Young,S100A6,0.4351935736314593
P07093,Tam_2020,32.4509,IAF,Young,SERPINE2,1.0595870756333905
P07339,Tam_2020,26.976133333333337,IAF,Young,CTSD,-0.48475840963583994
P07355;A6NMY6,Tam_2020,33.302216666666666,IAF,Young,ANXA2;ANXA2P2,1.2997301046881062
P07585,Tam_2020,36.93738333333334,IAF,Young,DCN,2.3251533915011593
P07858,Tam_2020,24.282475,IAF,Young,CTSB,-1.2445970181502695
P07942,Tam_2020,24.2367,IAF,Young,LAMB1,-1.2575094249965038
P07996,Tam_2020,32.705283333333334,IAF,Young,THBS1,1.1313446091102042
P08123,Tam_2020,37.22358333333333,IAF,Young,COL1A2,2.4058859057423834
P08133,Tam_2020,29.80968333333333,IAF,Young,ANXA6,0.3145414356759153
P08185,Tam_2020,25.338,IAF,Young,SERPINA6,-0.946850033194051
P08253,Tam_2020,25.88105,IAF,Young,MMP2,-0.7936641776430469
P08254,Tam_2020,28.959950000000003,IAF,Young,MMP3,0.07484504002749845
P08476,Tam_2020,29.890016666666668,IAF,Young,INHBA,0.33720220429009745
P08493,Tam_2020,29.3563,IAF,Young,MGP,0.186649135134101
P08572,Tam_2020,23.99855,IAF,Young,COL4A2,-1.3246877907077117
P08697,Tam_2020,23.40373333333333,IAF,Young,SERPINF2,-1.4924762079424614
P08758,Tam_2020,32.09608333333333,IAF,Young,ANXA5,0.9594988799845761
P09382,Tam_2020,27.02025,IAF,Young,LGALS1,-0.47231379251514866
P09486,Tam_2020,30.92228333333333,IAF,Young,SPARC,0.6283883795780387
P09525,Tam_2020,31.49733333333333,IAF,Young,ANXA4,0.7906009313405017
P10451,Tam_2020,28.40145,IAF,Young,SPP1,-0.08269901728810153
P10619,Tam_2020,23.6744,IAF,Young,CTSA,-1.4161254024872139
P10643,Tam_2020,26.490125000000003,IAF,Young,C7,-0.6218537090494939
P10915,Tam_2020,36.1794,IAF,Young,HAPLN1,2.111338226396529
P11047,Tam_2020,24.03265,IAF,Young,LAMC1,-1.3150687175573774
P11226,Tam_2020,26.1267,IAF,Young,MBL2,-0.7243701800072776
P12107,Tam_2020,32.796283333333335,IAF,Young,COL11A1,1.1570142764615376
P12109,Tam_2020,36.47701666666666,IAF,Young,COL6A1,2.1952912025673603
P12110,Tam_2020,36.04756666666667,IAF,Young,COL6A2,2.074150118567034
P12111,Tam_2020,37.75418333333334,IAF,Young,COL6A3,2.55555981229862
P12645,Tam_2020,26.29192,IAF,Young,BMP3,-0.6777642191304941
P13497,Tam_2020,26.5364,IAF,Young,BMP1,-0.6088002600749567
P13611,Tam_2020,37.34255,IAF,Young,VCAN,2.43944452947019
P13674,Tam_2020,27.288275,IAF,Young,P4HA1,-0.39670815963777495
P13942,Tam_2020,35.603199999999994,IAF,Young,COL11A2,1.9488012777389652
P14174,Tam_2020,27.46645,IAF,Young,MIF,-0.3464477972166347
P14543,Tam_2020,25.8901,IAF,Young,NID1,-0.7911113151207434
P15692,Tam_2020,27.43345,IAF,Young,VEGFA,-0.35575657768469987
P15924,Tam_2020,32.1436,IAF,Young,DSP,0.9729025835777355
P16035,Tam_2020,28.36596666666667,IAF,Young,TIMP2,-0.09270830699341029
P16112,Tam_2020,39.68044999999999,IAF,Young,ACAN,3.0989293129941617
P17931,Tam_2020,27.5062,IAF,Young,LGALS3,-0.33523494801646403
P17936,Tam_2020,27.515766666666664,IAF,Young,IGFBP3,-0.3325363419615809
P19823,Tam_2020,25.02726,IAF,Young,ITIH2,-1.0345048950924391
P19827,Tam_2020,23.8579,IAF,Young,ITIH1,-1.364362941399635
P20073,Tam_2020,25.652125,IAF,Young,ANXA7,-0.8582403160870452
P20774,Tam_2020,36.44758333333333,IAF,Young,OGN,2.1869885226145307
P20849,Tam_2020,30.37296666666667,IAF,Young,COL9A1,0.4734347960189588
P20908,Tam_2020,31.3723,IAF,Young,COL5A1,0.7553309964559417
P21246,Tam_2020,28.721333333333337,IAF,Young,PTN,0.0075350349965398215
P21741,Tam_2020,26.7277,IAF,Young,MDK,-0.5548375417858361
P21810,Tam_2020,37.931783333333335,IAF,Young,BGN,2.60565797627221
P21815,Tam_2020,25.365,IAF,Young,IBSP,-0.9392337582656343
P21980,Tam_2020,27.521733333333337,IAF,Young,TGM2,-0.33085323923048443
P22105,Tam_2020,33.232899999999994,IAF,Young,TNXB,1.2801769643008896
P22792,Tam_2020,27.2303,IAF,Young,CPN2,-0.4130619944146267
P23142,Tam_2020,27.602750000000004,IAF,Young,FBLN1,-0.307999713040955
P23297,Tam_2020,29.24628333333333,IAF,Young,S100A1,0.15561516550293703
P23352,Tam_2020,28.36566666666667,IAF,Young,KAL1,-0.09279293227039251
P24043,Tam_2020,24.9686,IAF,Young,LAMA2,-1.0510519575850676
P24592,Tam_2020,23.2088,IAF,Young,IGFBP6,-1.5474638323639245
P24593,Tam_2020,28.858433333333338,IAF,Young,IGFBP5,0.046208786577504386
P24821,Tam_2020,34.35781666666667,IAF,Young,TNC,1.5974982459635718
P26447,Tam_2020,29.72865,IAF,Young,S100A4,0.29168320808210996
P27658,Tam_2020,27.3094,IAF,Young,COL8A1,-0.3907491297169294
P28300,Tam_2020,30.09346666666666,IAF,Young,LOX,0.3945922462970045
P29279,Tam_2020,29.83235,IAF,Young,CTGF,0.32093534549236635
P29622,Tam_2020,24.75603333333333,IAF,Young,SERPINA4,-1.111013667731387
P30740,Tam_2020,25.2972,IAF,Young,SERPINB1,-0.95835907086366
P31949,Tam_2020,27.3763,IAF,Young,S100A11,-0.3718776929498503
P34741,Tam_2020,24.2582,IAF,Young,SDC2,-1.2514446134794308
P35052,Tam_2020,26.358283333333333,IAF,Young,GPC1,-0.6590441675811286
P35237,Tam_2020,25.330933333333338,IAF,Young,SERPINB6,-0.9488434286074137
P35442,Tam_2020,29.62008333333333,IAF,Young,THBS2,0.2610582606230282
P35443,Tam_2020,30.95508333333333,IAF,Young,THBS4,0.6376407431947835
P35555,Tam_2020,32.23199999999999,IAF,Young,FBN1,0.9978388318618856
P35625,Tam_2020,28.333766666666676,IAF,Young,TIMP3,-0.10179142005618756
P35858,Tam_2020,23.973066666666668,IAF,Young,IGFALS,-1.3318762378469404
P36955,Tam_2020,25.39445,IAF,Young,SERPINF1,-0.9309263769085269
P39059,Tam_2020,30.98625,IAF,Young,COL15A1,0.6464323691924014
P39060,Tam_2020,28.056899999999995,IAF,Young,COL18A1,-0.17989114790240876
P43026,Tam_2020,25.7673,IAF,Young,GDF5,-0.8257512618322131
P48061,Tam_2020,29.488033333333338,IAF,Young,CXCL12,0.22380903453793652
P48740,Tam_2020,24.7083,IAF,Young,MASP1,-1.1244784895801438
P48745,Tam_2020,26.31835,IAF,Young,NOV,-0.6703087322283439
P49746,Tam_2020,31.155866666666668,IAF,Young,THBS3,0.6942785605174054
P49747,Tam_2020,39.122166666666665,IAF,Young,COMP,2.9414463739341623
P50281,Tam_2020,26.3909,IAF,Young,MMP14,-0.6498435194114295
P50454,Tam_2020,25.07184,IAF,Young,SERPINH1,-1.021929578932851
P50995,Tam_2020,26.94495,IAF,Young,ANXA11,-0.4935547370377359
P51884,Tam_2020,37.69263333333333,IAF,Young,LUM,2.5381975263043928
P51888,Tam_2020,37.43938333333333,IAF,Young,PRELP,2.4667596883184024
P55001,Tam_2020,26.7519,IAF,Young,MFAP2,-0.548011102775921
P55268,Tam_2020,24.27736,IAF,Young,LAMB2,-1.2460398791228195
P55774,Tam_2020,29.22018333333334,IAF,Young,CCL18,0.1482527664054689
P58215,Tam_2020,30.405733333333337,IAF,Young,LOXL3,0.48267775682714964
P60903,Tam_2020,27.314233333333338,IAF,Young,S100A10,-0.3893857224766559
P78536,Tam_2020,23.5727,IAF,Young,ADAM17,-1.4448133713842526
P78539,Tam_2020,26.97834,IAF,Young,SRPX,-0.4841359437095927
P83110,Tam_2020,30.156616666666668,IAF,Young,HTRA3,0.4124058671018053
P98066,Tam_2020,26.73225,IAF,Young,TNFAIP6,-0.5535540584182689
P98095,Tam_2020,27.286080000000005,IAF,Young,FBLN2,-0.39732733458102776
P98160,Tam_2020,34.557516666666665,IAF,Young,HSPG2,1.6538304720081987
Q02388,Tam_2020,27.613666666666663,IAF,Young,COL7A1,-0.3049202932396524
Q02809,Tam_2020,30.37805,IAF,Young,PLOD1,0.4748687243233826
Q05707,Tam_2020,30.784,IAF,Young,COL14A1,0.5893808282934222
Q06828,Tam_2020,36.72831666666667,IAF,Young,FMOD,2.266178976252969
Q07092,Tam_2020,25.704825,IAF,Young,COL16A1,-0.8433744757638012
Q07507,Tam_2020,32.95033333333333,IAF,Young,DPT,1.2004693561920081
Q08431,Tam_2020,32.209250000000004,IAF,Young,MFGE8,0.9914214150240558
Q12805,Tam_2020,27.74415,IAF,Young,EFEMP1,-0.26811299915657666
Q12841,Tam_2020,27.02402,IAF,Young,FSTL1,-0.47125033486773643
Q13214,Tam_2020,26.665520000000004,IAF,Young,SEMA3B,-0.5723775408617234
Q13219,Tam_2020,28.144,IAF,Young,PAPPA,-0.1553216091518462
Q14050,Tam_2020,28.11485,IAF,Young,COL9A3,-0.1635443652319704
