sample_id,metabolite,value,Age,Genotype,Treatment
22_Young_Liver_6b,cis-aconitate + 1,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,cis-aconitate + 1,24922.13886,Young,Wild-type,N/A
25_Young_Liver_7a,cis-aconitate + 1,27502.19858,Young,Wild-type,N/A
26_Young_Liver_7b,cis-aconitate + 1,28299.01893,Young,Wild-type,N/A
27_Young_Liver_7c,cis-aconitate + 1,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,cis-aconitate + 1,53050.23532,Young,Wild-type,N/A
30_Young_Liver_8b,cis-aconitate + 1,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,cis-aconitate + 1,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,cis-aconitate + 1,38960.13884,Young,SIRT6-tg,N/A
34_Young_Liver_9b,cis-aconitate + 1,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,cis-aconitate + 1,45298.41773,Young,SIRT6-tg,N/A
38_Young_Liver_10b,cis-aconitate + 1,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,cis-aconitate + 1,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,cis-aconitate + 1,460927.5551,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,cis-aconitate + 1,283534.8544,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,cis-aconitate + 1,25557.53083,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,cis-aconitate + 1,163844.0776,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,cis-aconitate + 1,108028.7072,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,cis-aconitate + 1,121847.7998,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,cis-aconitate + 1,225967.6915,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,cis-aconitate + 1,192418.9527,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,cis-aconitate + 1,148097.4538,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,cis-aconitate + 1,122760.1411,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,cis-aconitate + 1,300042.6071,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,cis-aconitate + 1,41233.18543,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,cis-aconitate + 1,181048.4356,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,cis-aconitate + 1,298984.3839,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,cis-aconitate + 1,387078.6503,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,cis-aconitate + 1,280229.2161,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,cis-aconitate + 1,161634.874,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,cis-aconitate + 1,421303.7072,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,cis-aconitate + 1,337020.7721,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,cis-aconitate + 1,318190.8646,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,cis-aconitate + 1,194452.1477,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,cis-aconitate + 1,307867.1589,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,cis-aconitate + 1,266814.3754,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,cis-aconitate + 1,221960.1235,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,cis-aconitate + 1,339602.3375,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,cis-aconitate + 1,391428.5116,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,cis-aconitate + 1,196671.5905,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,cis-aconitate + 1,276787.5238,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,cis-aconitate + 1,180937.3981,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,cis-aconitate + 1,227569.1244,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,cis-aconitate + 1,26179.20345,Old,SIRT6-tg,N/A
82_Old_Liver_21b,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,cis-aconitate + 1,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,cis-aconitate + 1,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,cis-aconitate + 1,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,cis-aconitate + 1,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,cis-aconitate + 1,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,cis-aconitate + 1,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,cis-aconitate + 1,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,cis-aconitate + 1,30255.47416,Old,Wild-type,N/A
98_Old_Liver_26c,cis-aconitate + 1,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,cis-aconitate + 1,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,cis-aconitate + 1,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,cis-aconitate + 1,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,cis-aconitate + 1,54318.24548,Old,SIRT6-tg,N/A
105_Old_Liver_29a,cis-aconitate + 1,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,cis-aconitate + 1,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,cis-aconitate + 1,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,cis-aconitate + 1,51280.09081,Old,SIRT6-tg,N/A
110_Old_Liver_30c,cis-aconitate + 1,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,cis-aconitate + 1,87281.21816,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,cis-aconitate + 1,48525.60021,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,cis-aconitate + 1,0.0,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,cis-aconitate + 1,65771.25134,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,cis-aconitate + 1,60144.65808,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,cis-aconitate + 1,36471.66587,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,cis-aconitate + 1,218868.2751,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,cis-aconitate + 1,152144.3946,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,cis-aconitate + 1,341057.8135,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,cis-aconitate + 1,186704.6742,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,cis-aconitate + 1,171443.5899,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,cis-aconitate + 1,126954.6363,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,cis-aconitate + 1,602496.7912,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,cis-aconitate + 1,586072.8574,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,cis-aconitate + 1,191400.2173,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,cis-aconitate + 1,138896.6953,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,cis-aconitate + 1,72990.53139,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,cis-aconitate + 1,224780.947,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,cis-aconitate + 1,25976.56399,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,cis-aconitate + 1,141492.424,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,cis-aconitate + 1,64889.68204,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,cis-aconitate + 1,348523.6393,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,cis-aconitate + 1,325563.7581,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,cis-aconitate + 1,252754.9064,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,cis-aconitate + 1,115431.0849,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,cis-aconitate + 1,171692.6361,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,cis-aconitate + 1,54711.98849,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,cis-aconitate + 1,168636.2247,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,cis-aconitate + 1,117462.8231,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,cis-aconitate + 1,25667.68073,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,cis-aconitate + 2,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,cis-aconitate + 2,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,cis-aconitate + 2,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,cis-aconitate + 2,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,cis-aconitate + 2,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,cis-aconitate + 2,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,cis-aconitate + 2,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,cis-aconitate + 2,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,cis-aconitate + 2,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,cis-aconitate + 2,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,cis-aconitate + 2,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,cis-aconitate + 2,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,cis-aconitate + 2,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,cis-aconitate + 2,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,cis-aconitate + 2,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,cis-aconitate + 2,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,cis-aconitate + 2,244683.4391,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,cis-aconitate + 2,198932.197,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,cis-aconitate + 2,0.0,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,cis-aconitate + 2,264146.3568,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,cis-aconitate + 2,140178.6285,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,cis-aconitate + 2,69941.06007,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,cis-aconitate + 2,135454.4438,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,cis-aconitate + 2,89232.99574,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,cis-aconitate + 2,113494.2851,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,cis-aconitate + 2,21179.88037,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,cis-aconitate + 2,69277.09138,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,cis-aconitate + 2,0.0,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,cis-aconitate + 2,34078.49755,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,cis-aconitate + 2,86372.54182,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,cis-aconitate + 2,148325.642,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,cis-aconitate + 2,125257.5171,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,cis-aconitate + 2,138420.1097,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,cis-aconitate + 2,264582.9431,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,cis-aconitate + 2,203130.3806,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,cis-aconitate + 2,153431.7325,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,cis-aconitate + 2,95328.23192,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,cis-aconitate + 2,264019.2688,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,cis-aconitate + 2,209039.8516,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,cis-aconitate + 2,288028.4964,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,cis-aconitate + 2,156366.5292,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,cis-aconitate + 2,110357.6363,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,cis-aconitate + 2,130270.098,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,cis-aconitate + 2,187411.9141,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,cis-aconitate + 2,35770.68925,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,cis-aconitate + 2,143712.4351,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,cis-aconitate + 2,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,cis-aconitate + 2,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,cis-aconitate + 2,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,cis-aconitate + 2,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,cis-aconitate + 2,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,cis-aconitate + 2,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,cis-aconitate + 2,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,cis-aconitate + 2,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,cis-aconitate + 2,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,cis-aconitate + 2,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,cis-aconitate + 2,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,cis-aconitate + 2,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,cis-aconitate + 2,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,cis-aconitate + 2,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,cis-aconitate + 2,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,cis-aconitate + 2,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,cis-aconitate + 2,39889.94798,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,cis-aconitate + 2,0.0,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,cis-aconitate + 2,0.0,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,cis-aconitate + 2,26555.04527,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,cis-aconitate + 2,26077.94999,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,cis-aconitate + 2,0.0,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,cis-aconitate + 2,125752.9501,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,cis-aconitate + 2,111998.101,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,cis-aconitate + 2,179412.2847,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,cis-aconitate + 2,162278.2828,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,cis-aconitate + 2,39267.3068,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,cis-aconitate + 2,76481.84381,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,cis-aconitate + 2,234712.7884,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,cis-aconitate + 2,187756.3356,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,cis-aconitate + 2,145011.6002,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,cis-aconitate + 2,23979.94086,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,cis-aconitate + 2,44925.82409,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,cis-aconitate + 2,64097.29233,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,cis-aconitate + 2,42843.93316,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,cis-aconitate + 2,55180.20858,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,cis-aconitate + 2,60685.35701,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,cis-aconitate + 2,247713.2122,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,cis-aconitate + 2,183787.8334,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,cis-aconitate + 2,38204.3609,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,cis-aconitate + 2,221396.9021,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,cis-aconitate + 2,261404.9386,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,cis-aconitate + 2,78095.75057,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,cis-aconitate + 2,0.0,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,cis-aconitate + 2,0.0,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,cis-aconitate + 2,0.0,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,cis-aconitate + 3,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,cis-aconitate + 3,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,cis-aconitate + 3,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,cis-aconitate + 3,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,cis-aconitate + 3,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,cis-aconitate + 3,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,cis-aconitate + 3,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,cis-aconitate + 3,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,cis-aconitate + 3,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,cis-aconitate + 3,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,cis-aconitate + 3,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,cis-aconitate + 3,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,cis-aconitate + 3,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,cis-aconitate + 3,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,cis-aconitate + 3,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,cis-aconitate + 3,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,cis-aconitate + 3,103235.9447,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,cis-aconitate + 3,232157.6248,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,cis-aconitate + 3,0.0,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,cis-aconitate + 3,24513.94148,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,cis-aconitate + 3,0.0,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,cis-aconitate + 3,0.0,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,cis-aconitate + 3,144014.5234,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,cis-aconitate + 3,42359.58157,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,cis-aconitate + 3,65682.14,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,cis-aconitate + 3,0.0,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,cis-aconitate + 3,0.0,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,cis-aconitate + 3,0.0,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,cis-aconitate + 3,20598.14719,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,cis-aconitate + 3,22820.09953,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,cis-aconitate + 3,26196.37789,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,cis-aconitate + 3,0.0,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,cis-aconitate + 3,25142.42284,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,cis-aconitate + 3,31536.70941,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,cis-aconitate + 3,201347.8806,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,cis-aconitate + 3,84485.1684,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,cis-aconitate + 3,107204.1878,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,cis-aconitate + 3,86815.95826,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,cis-aconitate + 3,176590.1232,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,cis-aconitate + 3,100275.7745,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,cis-aconitate + 3,98388.95381,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,cis-aconitate + 3,79879.12344,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,cis-aconitate + 3,73327.5306,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,cis-aconitate + 3,52000.50518,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,cis-aconitate + 3,0.0,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,cis-aconitate + 3,58819.93458,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,cis-aconitate + 3,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,cis-aconitate + 3,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,cis-aconitate + 3,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,cis-aconitate + 3,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,cis-aconitate + 3,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,cis-aconitate + 3,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,cis-aconitate + 3,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,cis-aconitate + 3,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,cis-aconitate + 3,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,cis-aconitate + 3,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,cis-aconitate + 3,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,cis-aconitate + 3,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
