Gene_Symbol,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,reconstruction_error
ITIH6,0.35971954,0.56247175,-1.0540045,-0.7954184,0.29458538,-0.0081224665,-0.23885046,0.3297088,0.008250334
Igfals,0.12590224,0.49302194,-0.82687485,-0.6811536,0.33603612,-0.018164769,-0.11010656,0.26460412,0.009117394
Igfbp4,0.24231136,0.5843895,-0.8260207,-0.5151409,0.5647407,-0.35687777,-0.47486115,0.3047747,0.012630289
Igfbp5,1.6041384,-0.6267457,-0.26450047,-0.528036,-0.27363434,-0.6399824,-1.0775043,1.1982152,0.28243428
Igfbp6,0.17684671,0.4402515,-1.7727813,-0.8256272,0.34386232,-0.25137728,0.8417528,-0.026393518,0.3457539
Igfbp7,0.056589007,0.3618739,-1.5933725,-0.92191446,0.1693698,-0.12279239,0.7910661,0.15712793,0.04406358
Il16,-0.15743862,1.1906797,-2.944801,-2.3487356,0.22940175,-0.8718109,1.9308794,0.40557283,0.46967614
Itih1,3.9227319,-1.6048133,0.1564919,-0.96414113,-1.4975575,-0.92576385,-3.0456207,2.7664592,0.4926714
Itih2,1.248226,3.8788373,-0.5932727,-1.6795275,2.4125524,-1.5500587,-4.69618,2.3539915,0.2878818
Itih3,3.9920228,-0.6358631,0.11164603,-1.8196734,-0.71722555,-1.8158197,-5.494487,3.9649713,0.34624377
Itih4,1.782173,-0.6074426,-0.57877874,-0.28829294,-0.46572244,-0.44313225,-1.2283863,1.1674148,0.15902679
Itih5,0.18622997,1.2640442,-1.2645533,-1.5920073,0.9969594,-0.044425376,-0.61343104,0.75511885,0.7682222
KAL1,0.49212134,1.045545,-1.5576786,-1.2927681,-0.21081871,0.78672343,-0.9827362,0.34427324,0.049207155
KCP,0.50597805,0.33251077,-2.4134178,-1.2824204,0.5553168,-0.9908185,-0.6464255,0.74620146,0.10545996
KERA,-0.25458038,0.7298606,-1.1788375,-0.143906,0.10100797,0.2756827,-0.5373998,-0.5755278,0.023639217
KNG1,1.3196112,-2.6899807,-5.54859,-4.1817656,5.2574587,-8.524145,0.050839104,2.08475,0.59081995
KNG2,0.05556336,-0.036942847,-0.9427594,-0.54526794,0.7296738,0.14027199,-0.22439063,0.17158428,0.009680172
Kcp,0.20803243,0.5084935,-0.96311796,-0.5971013,0.4223109,-0.2431348,-0.08692888,0.15704007,0.0070261066
Kera,-0.96147746,7.8774176,-11.544245,-8.20618,6.8977337,-2.943099,0.6473651,1.5636173,0.4531736
Kng1,1.4751505,1.9026043,-0.104534954,-1.3044597,0.84318787,-1.5860628,-3.8846607,2.096996,0.29410368
LAMA1,0.018029667,0.39783058,-0.7652478,-1.7928181,0.21928482,-0.96234566,-0.17356081,0.52203,0.24166727
LAMA2,0.31793547,2.3865244,-0.571846,0.20112345,1.6858332,-1.3623741,1.8512216,0.66867447,0.65290034
LAMA3,0.19039294,0.74520856,-0.45227277,-0.44318193,0.38578635,-0.65690196,0.16823778,0.14382878,0.025721278
LAMA4,0.49450147,1.9804436,-1.6817046,0.39110926,0.44662523,-0.8868112,0.64801407,-0.1670023,0.11173688
LAMA5,0.09179165,1.1975627,-1.0831732,-0.9630016,-0.24488479,0.25826558,-0.5770324,-0.9987531,0.07135947
LAMB1,-0.6074825,3.7643254,-4.2098637,1.3479651,2.4620852,-2.959278,2.2715468,5.1260433,0.19550551
LAMB2,-0.18517336,1.2834743,-0.7548805,-0.14572653,0.6337535,0.17964295,0.0022057295,-0.40385938,0.09607352
LAMB3,0.39147618,0.8464664,-0.97799313,-0.5384855,0.24897304,-1.1003096,0.09350684,0.26833433,0.025760004
LAMB4,0.4381235,0.5662796,-1.3384206,-0.85815394,0.2258471,-1.2397829,-0.18236443,0.4014396,0.06893423
LAMC1,-0.45709988,1.1807095,-0.56938404,0.4945059,1.2067816,-0.9380173,1.4217526,1.204931,0.13766015
LAMC2,0.4248829,0.9230473,-1.0094658,-0.56164,0.2302099,-1.20436,0.1301214,0.29639986,0.030184763
LAMC3,0.92374545,2.664884,-2.066965,-1.0462073,2.4173906,2.9032564,0.5634147,0.221468,0.056651782
LEFTY2;LEFTY1,0.37392384,0.5656737,-1.0618719,-0.82367253,0.30194917,-0.024048567,-0.2285659,0.34046477,0.009089572
LEP,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.006199285
LEPRE1,0.35986674,0.95332074,-1.1926681,-0.6020167,-0.4159973,-0.25613257,-0.5492319,-0.10533957,0.05183718
LEPREL2,1.873692,1.2186704,-2.8141081,-3.6555755,2.4170616,0.5837518,0.59100676,2.4212487,0.1688884
LGALS1,0.40382487,1.039715,-1.3987385,-0.7336921,-0.004317239,-0.6437189,-0.44255185,-0.81620574,0.32963714
LGALS2,0.48428643,2.3306983,-0.47624224,-0.5126002,1.5748246,0.09938667,1.2354327,0.3717528,0.096033424
LGALS3,0.5474836,1.2180399,-4.606147,-2.9577556,0.33510602,-0.91030544,-1.2861267,-0.33694,1.5205767
LGALS7,0.34317002,0.69751436,-0.9073391,-0.49549478,0.2898126,-0.93657804,0.04588542,0.21918122,0.025496708
LGALS8,-0.020178042,0.5480821,-0.7767074,-0.7163457,0.24964806,0.24394375,-0.13963774,0.3582297,0.05237368
LGALS9,0.6079196,1.1086493,-1.506236,-0.007942513,0.77408063,-0.12005587,0.30108583,0.3654684,0.016297711
LGALSL,0.13158396,0.19518033,-0.89265084,-0.53488076,0.57770646,-0.025735743,-0.16693911,0.14979365,0.00368367
LGI4,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
LMAN1,-0.06959748,-1.4644499,-1.5274234,-1.690747,4.6480217,-5.8457613,2.4379203,1.7777804,0.8413968
LOX,0.66710424,1.8084377,-1.8684376,-0.71411043,-0.6909969,-0.80077654,-0.7132376,-0.2782235,0.06465673
LOXL1,0.6705529,1.1117707,-1.543043,-0.3384316,0.6102425,-1.5441641,-0.062238373,0.11813363,0.059844423
LOXL2,-0.16841069,0.54223025,-1.507473,-1.5627815,-0.46281877,-0.2533828,-1.1664072,-0.39812666,0.11073911
LOXL3,-0.16025329,0.81218976,-1.203466,-0.19795226,0.027999135,0.2472536,-0.6028669,-0.50593674,0.019113874
LOXL4,-0.01799624,0.6147978,-1.0550883,-0.27998912,0.1514669,0.12353813,-0.44325638,-0.2084497,0.015490705
LPA,2.1509922,-0.88649356,-2.4947693,-3.8050478,4.048338,-2.8933651,1.8783479,2.318888,1.1891916
LRG1,2.181952,-1.9928454,-5.3033376,-2.9879956,5.9240427,-8.317025,0.5290059,1.4051917,0.53918123
LTBP1,1.2135258,-1.6788656,-2.6881542,-2.7657099,4.220271,-5.3838077,1.6356425,1.7074928,0.69565815
LTBP2,0.36040765,1.5693483,-1.4340013,-0.74528897,-0.180968,-0.9742998,-0.03570463,0.26977503,0.052178744
LTBP3,0.01031594,0.49838465,-1.0451646,-1.1489427,-0.19093674,0.16592604,-0.7480273,0.049586102,0.03246963
LTBP4,1.3237684,1.5483832,-6.109143,-1.7142545,1.1023616,0.39060685,-2.039799,1.2189512,0.5069525
LUM,-0.015182544,-0.29086143,-4.336195,-3.4670289,0.7113539,-3.6064065,-1.4291295,1.3648776,0.74776906
Lama1,0.41814622,1.1547424,-0.5764509,-0.6535958,0.9374102,-0.5709082,-1.3553448,0.7350717,0.015248525
Lama2,0.40281305,1.816752,-1.1529527,-0.94353354,1.456216,-0.5338278,-1.8793083,0.81696147,0.4717062
Lama3,0.053206675,0.6349118,-1.1850559,-0.96959543,0.36211213,-0.2687406,0.24108075,0.27638566,0.12014744
Lama4,-0.23444375,1.8547518,-3.109069,-2.5342562,1.6562065,-0.68613064,0.6059343,0.66564935,0.3138407
Lama5,1.23519,2.9578168,-0.92703176,-1.2398417,1.9047437,-1.669836,-3.5674088,1.9627775,0.35551396
Lamb1,-0.6509843,1.7270097,-7.1045127,-4.699496,1.9015306,-1.1867073,3.4291334,0.49447745,0.9918039
Lamb2,1.8346499,0.90937775,-0.012627453,-1.4026052,0.4183226,-1.1654363,-3.9164765,2.2251456,0.180299
Lamc1,0.5336298,1.573444,-0.8589165,-0.7056496,1.162195,-0.7869011,-1.9656891,0.9400852,0.25704396
Lgals1,1.5790532,-0.24684781,0.023341715,-0.9172337,-0.33542514,-0.89469033,-2.0337026,1.714704,0.40387237
Lgals3,0.4164314,0.5556223,-1.2769231,-0.29215145,0.6440021,-0.70086503,-0.18309422,-0.02992037,0.05020161
Lgals8,-0.012319088,0.8439547,-1.1622795,-1.15641,0.26711538,-0.12657507,0.15648311,0.52270794,0.058492318
Lgals9,-0.44243485,1.9000924,-2.3563917,-2.080339,0.5514262,-0.1277825,0.6238045,1.0927571,0.2932767
Lgalsl,0.116994046,0.55070853,-0.56524956,-0.72267604,0.43866518,-0.002438262,-0.49209934,0.5446527,0.079403065
Lgi1,0.35895872,-0.078349896,-1.9940524,-0.9303845,0.28372145,-0.105671965,0.99468213,-0.01511915,0.03442529
Lgi2,0.15917945,0.33813697,-2.1007776,-1.0449271,0.27711785,-0.28982654,1.2088872,-0.0870177,0.29440406
Lgi3,0.5540712,1.565557,-0.5779897,-0.8251778,1.1451437,-0.75664186,-1.7668592,0.9935267,0.017579392
Lman1,0.03937573,0.4028139,-1.590041,-0.9742298,0.14448114,-0.088493824,0.78035545,0.21130891,0.077220246
Loxl1,0.23109177,0.3837219,-0.9365654,-0.20587985,0.5367823,-0.3542459,-0.3806389,0.09681591,0.043710515
Loxl2,-0.078482345,1.1634803,-1.6445496,-1.6345909,0.30491439,-0.46555656,0.47687262,0.60241103,0.2804121
Ltbp1,-0.38376787,1.8090438,-2.9523005,-1.7696604,1.4397357,-0.474525,0.226703,-0.098857775,0.38993552
Ltbp2,0.1351687,0.62330776,-1.0711583,-0.85336494,0.38663298,-0.2575685,0.07674592,0.2456285,0.036867704
Ltbp4,-1.1853762,3.4157329,-4.6954575,-4.5938125,1.4533875,-0.4808833,1.1872972,1.857196,1.1079235
Lum,0.82069355,0.99203813,0.32574263,-1.6013868,0.41419137,-0.3435081,-2.613416,1.7043444,0.65888816
M6pr,0.08550557,0.3835988,-1.3254831,-0.7379938,0.19820471,-0.11522683,0.5040998,0.19125903,0.022887941
MASP1,0.13905814,0.13632178,-0.7712253,-0.46275365,0.9349927,-0.8629465,0.29764122,0.2906176,0.03671391
MASP2,1.8414726,-1.9283656,-3.3421168,-5.2884784,5.3350005,-7.1423955,2.5681438,2.8180249,0.4564073
MATN1,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.006199285
MATN2,-0.10912196,0.46312684,-2.0118706,-2.1515086,-0.7600075,-0.6878952,-1.1552896,-0.16990672,0.11086051
MATN3,0.33043838,1.3250545,-2.081985,-1.0729723,-0.43529803,1.2538911,-1.6123803,-0.34567523,0.08654434
MATN4,0.35642,1.3446295,-3.3062644,-2.1870072,1.8402759,3.7420125,-1.5161562,0.41485745,0.1799329
MBL1,0.37366575,0.7466838,-1.0824564,-0.37085402,0.4507581,-0.31150278,0.02193585,0.20483227,0.0073122475
MBL2,-0.84323335,-0.8204676,-1.6469496,-2.9232597,0.58870536,-1.9983397,-1.0598637,0.15154676,0.21377845
MDK,0.0499906,0.55600315,-1.1218269,-1.3854754,-0.30036348,-0.0024340749,-0.87030953,0.10394703,0.056629032
MEGF6,1.8978478,1.2361273,-2.850678,-3.6987398,2.4500394,0.5996022,0.60201013,2.4503517,0.17297477
MFAP1,0.16516113,1.3175588,-0.44155732,-0.3833443,0.96384287,0.14692253,0.53125334,0.11970207,0.0197374
MFAP2,3.7782292,5.414705,-8.958296,-4.9507866,-1.4075521,2.2901382,-4.6177506,2.7766852,1.5781331
MFAP4,-1.0195605,-3.511139,-3.552591,-6.034152,4.1596427,-7.1147914,1.4691947,2.5243785,1.8777461
MFAP5,1.075035,1.8677871,-3.8330834,-2.0978086,-0.3797451,-2.8633986,-1.1614659,0.90994245,0.18702084
MFGE8,0.58414906,0.20945308,-2.3000758,-0.16275968,0.903316,0.06998516,-0.4559149,0.38917446,0.41750786
MGP,0.6465518,1.2234973,-2.739638,-1.2189288,-0.10665573,-1.7228506,-0.77862394,0.19066535,0.72332054
MIF,0.3224012,0.6007766,-1.107373,-0.7817311,0.23219547,0.06427764,-0.30650526,0.24898659,0.015588252
MME,0.8350129,1.1778586,-0.82708013,-1.3080662,1.286732,0.35863936,0.7790033,0.6298407,0.90315366
MMP1,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
MMP12,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
MMP13,0.066400625,0.1637728,-1.8786389,-0.5288412,0.41665643,-0.30211762,-0.64499015,0.1539153,0.590448
MMP14,0.27036935,0.9247709,-3.2828596,-2.0383685,2.2328672,3.1494584,-0.99883986,0.36983544,0.08141649
MMP19,0.23615232,0.65853506,-0.92500293,-0.37056485,0.32883197,-0.7216679,-0.015014,0.056357875,0.01777169
MMP2,0.61038136,0.40921858,-1.1454927,-1.2233108,1.1561824,-1.7601551,0.6527827,0.7236416,0.04416
MMP3,-0.087436244,0.37061635,-0.9545598,-0.16659948,0.7065763,-0.44696197,-0.037252143,-0.115230516,0.028907439
MMP8,0.19095576,0.38363215,-0.92624414,-0.5393853,0.4829329,-0.16589753,-0.1386528,0.14379355,0.0037345986
MMP9,0.1377011,1.6532879,-0.35281095,-0.28953847,1.2508352,0.52022374,0.5711623,0.17526744,0.05539897
MMRN1,0.1077633,0.31309068,-0.82018876,-0.33666268,0.45588785,-0.5347925,-0.047614317,0.013682127,0.02613839
MMRN2,2.0654223,1.6288546,-5.427304,-4.122445,1.7255759,-1.7218901,-0.90284383,3.062722,0.5601852
MPI,1.4784198,2.516676,-0.89939475,-2.5110888,2.4580903,0.21117598,1.9154856,1.364426,0.56821877
MST1;MST1L,0.28663108,0.46965402,-0.94065535,-0.640453,0.48358506,-0.32017922,-0.059454523,0.23039949,0.006335375
MUC1,0.6565111,0.1692258,-4.337431,-1.649403,1.2733763,-1.078059,-1.1580956,1.1827191,0.08741174
MXRA5,0.39691803,0.9080824,-1.1076139,-0.68490434,-0.39253697,-0.40032282,-0.4075961,0.1205522,0.061044484
Masp1,0.1303612,0.48969167,-0.8288398,-0.6758418,0.34009686,-0.026033312,-0.10896613,0.25643113,0.008411562
Masp2,0.2310799,0.48989496,-0.9553133,-0.53122634,0.43712544,-0.26123723,-0.1249063,0.13289395,0.005419737
Matn2,-0.23639604,1.0172762,-3.0516832,-2.3254187,0.14755896,-0.86074793,2.409245,0.4393642,0.21011342
Matn4,0.16594532,0.080900855,-3.5810027,-1.9706204,0.18551949,-0.3308495,2.6768935,-0.16706176,0.19742388
Mbl1,0.3557985,0.51495177,-1.4074699,0.1892409,0.76057297,-0.91903937,-0.50981283,0.109728195,0.26310453
Mbl2,-0.7583105,1.8312678,-2.8557703,-2.0440006,1.3235195,0.06317777,0.35642183,0.41726997,1.5883328
Mbp,0.24204892,0.5788184,-0.8490164,-0.52227485,0.5594111,-0.3641383,-0.44521838,0.3013721,0.019637452
Megf10,0.39673105,1.0233475,-0.74422455,-0.66536295,0.86114186,-0.5804193,-1.0971715,0.62733996,0.052621614
Megf6,0.08471029,0.7603847,-1.2096213,-1.0390112,0.36439443,-0.31215852,0.18639246,0.33964813,0.07505042
Megf8,0.14259204,0.2648643,-1.415346,-0.5924561,0.3026031,-0.2381647,0.6095299,-0.015704438,0.013443379
Megf9,0.14480987,0.18466538,-2.3542204,-1.2138246,0.2284179,-0.2773381,1.4925274,-0.10098784,0.061497435
Mfap4,0.012515791,0.6456186,-0.8935574,-0.9057126,0.25249338,0.074548475,-0.04966464,0.47194993,0.027815174
Mfap5,0.86074907,-0.2910876,-0.77619076,-0.92234385,0.08809349,0.19723162,-0.9915466,0.6334874,0.15293369
Mfge8,3.2589376,-0.31290373,-1.9727023,-0.8072033,0.042890105,-2.250314,-4.9402285,2.5801897,1.4287102
Mgp,0.13208589,0.4881905,-0.82965374,-0.67373407,0.34182116,-0.029306531,-0.10845557,0.25317752,0.008143255
Mmp17,0.14101595,0.23762771,-1.9475775,-0.94136953,0.26181567,-0.2727266,1.1149014,-0.07772778,0.03958607
Mmp2,0.07367461,0.69807756,-1.0508249,-0.618418,0.5050554,-0.2151682,0.039825045,0.15886147,0.010663882
Mmrn1,0.27228564,0.4012535,-1.205741,0.0668191,0.61535585,-0.6426654,-0.52966017,0.12513158,0.29452613
Mmrn2,-0.40458852,1.8002769,-2.3105373,-2.0142794,1.2328985,-0.16019484,0.23286961,0.55589986,0.25551936
Mstn,0.11409975,0.6072937,-1.0990653,-0.6354338,0.53888744,-0.24072123,-0.072491705,0.1016466,0.009355743
NDNF,0.30874503,0.8662869,-1.0925035,-0.6221659,0.17099284,-0.53680104,-0.09549489,0.19444461,0.014248012
NGF,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
NGLY1,0.35053065,0.86270386,-1.8368794,-1.2888877,1.1934137,1.8677074,-0.41618,0.6425308,0.14929746
NID1,0.16756669,0.9878966,-1.5472202,-1.0895952,0.06629937,-0.31958315,-0.29328936,-1.2399501,0.5881314
NID2,-0.05269028,3.3267136,-4.5510406,0.6311939,2.0120778,-1.0373846,0.7965025,4.4151087,0.2563883
NID2;NID-2,0.33384767,0.91559607,-1.108837,-0.6296617,0.25934502,-0.7231245,0.004693806,0.22004388,0.016737148
NOV,-0.042195342,0.78174347,-1.2341669,-0.42616153,-0.06362805,0.47436747,-0.7749438,-0.31754476,0.018542018
NPNT,1.3260344,2.261088,-4.537774,-3.234012,-0.46578136,1.5778503,-2.5893276,1.2571472,1.1630467
NRP1,0.35517105,0.56818324,-0.90335035,-1.1286618,0.33039367,0.080750816,-0.07621928,0.7309435,0.026689105
NRP2,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
NTN1,0.25127465,0.60087615,-1.120788,-0.6935369,0.16031349,0.22360405,-0.416901,0.16050494,0.011560303
NTN3,0.14297944,1.2324444,-0.5663214,-0.3139437,0.816355,0.07343004,0.45617056,-0.0075758398,0.053518206
NTN4,0.5621099,0.52101827,-2.8907683,-1.2180496,0.46927252,-0.9265585,-0.9350133,0.55210626,0.06133163
Ncan,0.24397206,0.61853325,-0.6874523,-0.4722101,0.5975227,-0.31398216,-0.6548839,0.3262317,0.027743481
Nell2,0.13752782,0.22870445,-1.7845984,-0.8319454,0.27286017,-0.25950328,0.9687415,-0.06077577,0.010922405
Ngly1,-0.008418888,0.7227363,-0.8659537,-1.0225359,0.3310144,-0.019304343,-0.11410431,0.4902624,0.06557134
Nid1,0.1070727,1.0264153,-1.6001847,-0.6248169,1.0768305,-0.3578192,-0.3640865,0.27478105,0.39846846
Nid2,0.42258963,3.064647,-2.22598,-1.4836301,2.4294872,-0.38526264,-1.2810264,0.97782177,0.40488824
Npnt,0.23105416,0.3835932,-0.93679476,-0.20534977,0.5369292,-0.35460392,-0.38092643,0.09695958,0.043893192
Nrg3,0.1337857,0.05754195,-2.2011921,-1.1101905,0.22956769,-0.22012213,1.3757299,-0.055022582,0.08568674
Ntn1,0.11836121,0.46715584,-0.77778304,-0.6531475,0.32430118,0.033702336,-0.14657451,0.27678677,0.01443363
Ntng1,0.1324378,0.23546976,-1.4743494,-0.62382257,0.2957287,-0.24329221,0.68642133,-0.03451623,0.017903369
OGN,-0.0979807,0.12558231,-2.8156683,-3.3716388,0.1408037,-2.56088,-0.7929189,0.6429943,0.92633605
OMD,0.22344217,0.59404176,-0.88983846,-0.36682257,0.58345085,-1.0867606,0.205409,0.18274719,0.03083606
Ogfod1,0.17322087,0.36927044,-1.456025,-0.63407207,0.32378876,-0.23358116,0.57444376,0.014535248,0.07079084
Ogn,0.06800535,1.07262,-1.6778122,-0.39833143,0.9149079,-0.79796475,0.0052767284,-0.14709775,0.19969833
Ovos,0.145495,0.29932594,-1.5229694,-0.6569325,0.31394202,-0.24311996,0.6945808,-0.027971089,0.020878121
P3H1,1.4408728,1.8448288,-2.411468,0.41646662,1.4487162,0.121561326,0.53710604,0.8565628,0.035504255
P3h1,0.036275677,0.5527473,-0.79455304,-0.7935525,0.25796527,0.13242409,-0.13009356,0.42719147,0.033820827
P4HA1,0.37813056,1.0455779,-1.2429166,-0.65295887,-0.4364903,-0.27758262,-0.58101165,-0.082530096,0.031857852
P4HA2,0.16320202,0.7018833,-0.7648601,-0.7829504,-0.2848459,-0.25549564,-0.19195275,0.2457324,0.06291311
P4ha1,-0.008208007,0.39939404,-1.5981508,-0.99682605,0.120022476,-0.11824451,0.9231234,0.28161228,0.084895514
P4htm,0.13311687,0.10140096,-2.00315,-0.97763574,0.2472358,-0.22469178,1.1887102,-0.04826595,0.06287617
PAMR1,0.115829535,0.6542015,-1.1286476,-0.5347252,0.09627065,0.22701931,-0.5037094,-0.04425174,0.017016795
PAPLN,0.9477783,1.5589428,-0.7128549,-1.8788091,1.6165954,-0.31845385,1.181764,1.0451727,0.31181163
PAPPA,0.24999613,0.5662694,-1.0446866,-0.634508,0.29064038,-0.034392513,-0.2586742,0.15137139,0.008750757
PCOLCE,0.20509556,0.7082323,-1.1920803,-1.3397357,-0.5296422,-0.63307583,-0.76630104,-0.045341,0.033669464
PCOLCE2,-0.17331466,0.2559261,-1.0662755,-0.3929425,0.30106354,0.77457416,-0.68896055,-0.11090033,0.04632183
PCSK5,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.006199285
PCSK6,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
PDF,0.79961705,0.6407869,-4.7811375,-2.2412312,1.0882865,-1.2127132,-1.1412457,1.5828329,0.2859142
PDGFC,0.17270032,0.53568256,-0.9870497,-0.48356414,0.33957422,-0.11930776,-0.22121723,0.046322897,0.0071292375
PDGFD,0.13176256,0.51080626,-0.98273826,-0.43189162,0.43875554,-0.22653046,-0.16191971,-0.035727233,0.034887124
PF4,0.058711074,-0.022604093,-0.9368259,-0.5390884,0.7234742,0.13133812,-0.21738228,0.163206,0.008942747
PF4;PF4V1,0.24589413,0.5588662,-1.0291778,-0.60822785,0.25672418,0.04601554,-0.29625863,0.18566072,0.012349823
PLAT,-0.10636379,-0.16637433,-0.9810407,-0.44840556,0.74162036,0.24563035,-0.33078742,0.1349023,0.024532432
PLAU,0.25255427,0.6009355,-0.9748293,-0.55446017,0.37442088,-0.37079698,-0.09063393,0.14755091,0.0069230907
PLG,0.72591,-0.90920514,-1.7618618,-1.8281276,3.3477628,-4.5330825,1.8049257,1.9921647,0.21518834
PLOD1,1.4716275,1.6690003,-4.106611,-1.9787457,2.716734,4.436416,-0.782145,0.6928823,0.20802045
PLOD2,1.1100223,2.0281222,-2.7177742,0.41835794,1.2129987,0.52017015,0.13048272,0.34105888,0.041554753
PLOD3,1.623291,1.4887841,-3.0255733,-2.7366257,2.2645917,3.1427171,-0.2863397,1.6053116,0.71776515
PLXDC2,0.4160115,0.8822049,-3.6920688,-2.2694767,2.6784678,3.3723521,-0.91462773,0.5881996,0.037586015
PLXNA1,-0.076851435,0.38302281,-0.746338,-0.948032,0.19934507,-0.08560952,-0.22511612,0.35203207,0.024922486
PLXNB1,-0.40562212,-0.024135165,-0.79842865,-1.3634804,0.31718773,-0.6121858,-0.29571962,0.39811143,0.03359998
PLXNB2,0.86521935,2.237998,-3.1068368,-2.604468,-0.0071206223,2.2604294,-1.9300581,0.24301976,1.2882571
PLXNB2;MKIAA0315,0.23685661,0.52998525,-0.9526309,-0.5431827,0.40935424,-0.27605778,-0.11621944,0.13945687,0.0054775067
PLXND1,0.027678043,0.5584252,-0.79512703,-0.809414,0.24937972,0.14695606,-0.13159277,0.44375062,0.037610658
PODN,0.5415026,0.5952639,-0.97536635,-0.98018885,0.36938038,-1.1070789,0.1371772,0.4992392,0.043243688
PODNL1,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.006199285
POSTN,-0.0018480271,-1.1416677,-2.3363168,-3.2142859,1.5353105,-3.4197378,-0.3052498,1.0539173,0.459406
PPBP,0.24435037,1.3177876,-1.8793645,0.2685025,0.71796876,0.30590957,-0.08250435,-0.29660302,0.0305999
PRELP,0.91863596,0.7494619,-4.678525,-2.7183063,0.8593832,-2.216576,-1.3394674,0.98460233,1.00689
PRG2,0.144918,-0.15013328,-1.6137033,-0.66142964,0.59661025,-0.63397604,-0.37070757,0.30331466,0.09143081
PRG3,1.3698053,4.106175,-0.59972805,-2.543971,3.332444,1.4273278,2.8009331,1.3787885,0.68554837
PRG4,0.94736964,3.1399777,-2.7475913,-1.2969009,1.5505401,-4.4609566,1.0121417,0.37506104,2.04014
PRL7C1,1.6152278,2.0207155,-2.6063638,0.50670207,1.5810328,0.14716166,0.60107183,0.95831513,0.045854017
PRSS1,1.2345796,1.6368071,-2.179742,0.3073664,1.2915721,0.09431433,0.46197122,0.7378596,0.025796054
PRSS2,0.19513917,1.4193348,-0.5425472,-0.33565885,0.95474714,0.06833451,0.6008838,0.040070742,0.046912737
PRSS3P2;PRSS2;PRSS1,0.26618293,0.63332844,-1.1467102,-0.7254201,0.14917508,0.18281001,-0.40070313,0.16453926,0.019517135
PTN,0.2892191,0.79613084,-1.2862338,-0.8999324,-0.09450275,0.59605324,-0.80042416,0.14436536,0.041256525
PXDN,0.6087034,0.8132078,-1.4428285,-0.53638923,0.42381907,-0.22041103,0.21832521,0.9297031,0.19591041
PXDNL,0.03873495,0.5511233,-0.7943889,-0.7890154,0.2604211,0.12826732,-0.12966473,0.42245483,0.032781217
PXN,0.029144883,0.55745655,-0.79502904,-0.806708,0.25084448,0.14447677,-0.13133699,0.44092554,0.03694699
PZP,0.57529557,1.0830464,-1.6904153,-0.834497,2.1722198,-3.500023,1.0290773,0.6557365,0.79976034
Pag1,0.13598135,0.17538653,-1.8930086,-0.90428734,0.26091266,-0.24594396,1.0761628,-0.057057872,0.009225994
Papln,1.0447613,-0.27526107,-0.999907,-1.1156212,0.19318841,0.09275874,-1.0215355,0.6673826,0.24871409
Parm1,0.15467295,0.3023067,-2.3864903,-1.236362,0.23859257,-0.31821188,1.4965221,-0.12822817,0.39534888
Pcolce,-2.0346456,12.846355,-19.354935,-14.766862,11.402977,-3.9123318,1.4007573,2.4355323,0.6209293
Pcolce2,0.22389144,0.35906595,-0.9805074,-0.10435055,0.5649158,-0.42281282,-0.4356975,0.12433633,0.08733313
Pik3ip1,0.17279035,0.32742155,-1.0461359,-0.56524456,0.36836544,-0.19476382,0.17442861,0.054701358,0.023759605
Plg,0.55411243,0.27278355,-0.74068224,-0.2709435,0.2610875,-0.42861608,-0.277475,0.26285532,0.031048056
Plod1,0.0047846437,0.5735439,-0.7966554,-0.8516493,0.22651844,0.18565112,-0.1355848,0.4878437,0.04888053
Plod3,0.037225172,0.5521203,-0.79448974,-0.79180086,0.25891346,0.13081923,-0.129928,0.4253627,0.033417102
Plxdc1,0.14197746,0.26104152,-1.9158084,-0.9202286,0.2659216,-0.27963886,1.0820817,-0.08078836,0.06497446
Plxdc2,0.08234341,0.43637717,-1.8027616,-1.0451335,0.19160244,-0.14380178,0.935186,0.13416883,0.23529176
Plxna1,0.05811028,0.32077593,-1.8047266,-1.0467747,0.14784732,-0.15441981,1.0074074,0.10969498,0.057815257
Plxna2,0.14162278,0.23082465,-2.0065126,-0.98086345,0.25704294,-0.27372414,1.169481,-0.081319705,0.043343704
