,Latent_1,Latent_2,Latent_3,Latent_4,Latent_5,Latent_6,Latent_7,Latent_8,Latent_9,Latent_10
SRPX2,-0.08681081,-0.02827411,-0.25410357,0.06270011,-0.27396008,0.2804399,-0.045978237,-0.22470625,0.5514548,0.37975937
STFA2L1;STFA2,-0.05859029,-0.24396814,-0.0034960636,0.34805807,0.2509717,-0.029022234,-0.404949,0.2489085,0.21752897,-0.113644816
SULF1,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
SULF2,-0.114621624,-0.14804715,-0.040703166,-0.20007624,-0.08214289,-0.06052712,0.06302831,-0.07430124,0.22274342,0.12519136
SVEP1,-0.047942538,-0.1745102,-0.097381435,-0.15616824,0.045471635,-0.12932745,0.099583656,0.08775608,0.17355463,-0.0940096
Sdc2,0.06687998,0.14703393,0.12634292,-0.86602867,-0.19401243,-0.21329781,-0.65172213,0.28798997,0.21173772,-0.17917368
Sdc3,0.11254723,0.1897322,0.14380059,-0.83514786,-0.21584405,-0.23771338,-0.6912468,0.22574703,0.27693087,-0.1841866
Sdc4,0.028248549,-0.087103225,-0.10305508,-0.018351061,0.106122755,-0.093369775,0.06142818,-0.044637676,0.15703733,-0.24324326
Sema3b,-0.11013364,0.23185182,-0.2144968,-0.27499762,-0.1137835,0.027720822,0.05282796,0.021770865,0.022691593,-0.545586
Sema3c,-0.65136725,0.35075855,0.71170044,-0.54755926,1.1350949,-1.343457,-1.0325254,-1.9058521,-0.3317553,-0.89398086
Sema4a,0.1587138,0.24609543,0.1535172,-0.8893519,-0.24237365,-0.26095587,-0.7748342,0.21694,0.32226625,-0.1934307
Sema4b,0.0690179,0.23578799,0.10186624,-0.63839364,-0.06416134,-0.17296702,-0.4030494,0.108971186,0.20055515,-0.234323
Sema4d,0.19841723,0.20135449,0.10398932,-0.5480445,-0.23403695,-0.18657129,-0.6172606,0.058265496,0.3327671,-0.20523092
Sema4f,0.12356919,0.20455097,0.14702195,-0.85720503,-0.22284648,-0.24363995,-0.71741503,0.22865434,0.28468257,-0.1887339
Sema5b,-0.19215822,-0.018825434,-0.30732515,0.2423728,0.33802146,0.014430791,0.367036,-0.16741395,0.11399456,-0.33164352
Sema6d,0.10592863,0.10628169,0.105821416,-0.472482,-0.18529423,-0.17607157,-0.44272986,0.06209405,0.27053583,-0.16260426
Sema7a,0.43740132,0.6342254,0.04380888,-0.77531666,-0.15807635,-0.09108266,-0.8307817,-0.096081,0.38634428,-0.4598011
Serpina10,-0.07961565,-0.4288771,-0.14361249,-0.13958153,-0.011824885,-0.16094047,0.0729116,0.12728974,0.14733726,0.046821456
Serpina1a,0.058549695,-0.6422786,0.52275425,0.6414102,1.5779682,-0.815032,-0.057664286,-1.0968013,-0.5321812,-0.118704244
Serpina1b,-0.077996105,-0.5537859,0.15525034,1.2879544,1.6464498,-0.62153447,0.43081737,-1.4967338,-0.7486063,-0.24472418
Serpina1c,-0.6154374,0.082709275,-0.6886705,0.6783479,0.64242697,0.108702786,0.6909568,-0.45365193,0.071150556,-0.48743144
Serpina1d,0.57617354,0.31264827,-1.1995456,1.5531924,1.7538106,1.1832339,1.371991,-0.2805498,0.07005793,0.09154219
Serpina1e,1.0723383,1.3795393,0.58120507,-3.3495743,-1.4227442,0.3040963,-2.3930397,2.3184822,1.4786732,-0.40923855
Serpina3k,0.460017,0.4806352,0.15771382,-0.8757211,-0.067455485,-0.54279417,-1.2614454,0.42460534,0.7512549,0.30717912
Serpina3m,-0.38135087,-0.2661271,0.07246709,-0.28839356,0.29260364,-1.0970072,-0.5081351,-1.1982278,0.06430048,-0.47054008
Serpina3n,-0.7674936,-2.1850557,-1.2615479,2.3714046,1.5165684,-0.99937904,1.6486295,-0.9790624,-0.43120852,0.8215488
Serpina6,-0.28262737,0.31736657,0.25414354,-0.35945457,0.72382325,-0.5125592,-0.33859143,-0.7126846,-0.18724622,-0.5135884
Serpinb1a,-1.1015412,0.30980784,-0.812174,0.75929797,0.9294116,0.5189644,0.9936063,-0.5016429,0.27354872,-0.97678345
Serpinb5,-0.08592079,0.08744752,-0.1286573,0.270436,0.49629942,1.1726542,0.75542355,0.39767492,0.31599152,-0.19106837
Serpinb6,0.14604253,-0.07645097,-0.33752924,0.59209746,0.67131585,-0.012655091,0.15869911,-0.19527027,0.35099006,-0.051385112
Serpinb6a,-0.8538228,0.15471041,0.6599152,-0.3546625,0.9382381,-2.4546494,-1.8235701,-2.771985,-0.006915672,-0.9676562
Serpinb8,0.21221651,0.24437602,-0.3907239,-0.22694848,-0.3162253,-0.70010626,-1.1276175,-0.3932384,1.0088,-0.09571269
Serpinb9,0.11641421,0.070212565,0.052404225,-0.31639564,-0.1402439,-0.15737267,-0.34828147,0.0010379478,0.2695747,-0.18823047
Serpinb9b,-0.6110049,-0.13474762,-0.57385665,0.55457366,0.42729104,-0.017484209,0.61280197,-0.37377238,0.027399598,-0.38617346
Serpinc1,-0.56106114,-0.7128602,0.06486765,-0.2493026,0.22828275,-1.2910587,-0.59993607,-1.2773418,-0.0057197656,-0.21315943
Serpind1,-0.024634497,-0.17024387,0.09283577,-0.13253458,0.29048,-0.12406763,-0.036960796,-0.10425828,-0.033825394,-0.017559594
Serpine2,-0.3363129,0.17883307,0.5680685,-0.9441187,0.62148035,-1.2434182,-0.9823935,-1.332745,-0.099741496,-0.8523255
Serpinf1,-0.27833155,0.27760917,0.040616326,-0.66454357,-0.44199145,2.2982523,1.4974964,4.573835,4.1794367,0.31458625
Serpinf2,-0.3345907,0.18159483,0.37655792,-0.20024313,0.9577658,-0.52654165,-0.6735231,-0.75449944,-0.23798732,-0.35449532
Serping1,-0.078329876,-0.07281173,-0.17540564,-0.08357444,0.06607957,0.20387724,0.34930038,0.23971356,0.3548196,-0.17398426
Serpinh1,-0.034229763,0.71355706,-0.07409602,-0.6386191,-0.47069788,2.8357527,1.5841639,4.1786413,2.9005036,-0.79051834
Serpini1,0.2637967,0.28015673,0.119028725,-0.6635915,-0.28167787,-0.220051,-0.7618036,0.052918453,0.39428347,-0.237477
Sfrp1,-0.060725328,-0.18577863,-0.102335975,-0.1762995,0.031313293,-0.12338036,0.13432334,0.122710615,0.14841858,-0.13729441
Shh,-0.30275357,0.10276439,-0.49156287,0.52157056,0.5545583,0.120783255,0.4744727,-0.30290028,0.16509652,-0.46088564
Slit1,0.47557947,0.7149091,0.27380574,-1.7744255,-0.5114915,-0.42436022,-1.7023138,0.44754803,0.5474159,-0.3237245
Slit2,0.37547165,0.57018125,0.22428031,-2.0259318,-0.44270054,-0.36077276,-1.6852571,0.6669968,0.27315208,-0.3439409
Slit3,0.21040851,0.20152885,0.0696392,-0.44173795,-0.21176197,-0.16724025,-0.57521397,0.011014084,0.34150568,-0.22652297
Smoc2,-2.292981,3.4847882,0.25366607,-5.4037194,1.2481773,-4.570868,-3.208415,-5.895158,-2.4286158,-4.6363397
Sparc,0.8147368,1.2056713,-0.7898984,-0.021466788,0.8841161,3.2723017,2.1553152,1.735153,1.1528761,-0.6741927
Sparcl1,0.29012415,0.8053912,-0.5398102,-0.67156607,0.026322244,0.7615142,0.32771552,0.4674115,0.02142555,-0.6563872
Spock1,0.3231126,0.3689219,0.16008608,-0.850648,-0.33276883,-0.27966356,-0.96136314,0.08720723,0.45767277,-0.25126737
Spock2,0.21080276,0.29879814,0.15930901,-0.905342,-0.26727265,-0.28260565,-0.8462674,0.1828673,0.374868,-0.20426634
Spon1,0.26614815,0.54506207,0.0833591,-0.8683268,-0.09546349,-0.155542,-0.71120787,0.060542226,0.262206,-0.36611813
Srpx,0.52020144,-0.83200735,-0.20805313,1.22215,1.1752869,-0.43544236,0.6097566,-0.065743126,0.08803864,0.66710454
Srpx2,0.029215463,-0.26384997,-0.124258436,0.020626066,0.2224153,-0.15368125,0.21098232,0.077258885,0.15231147,-0.022457808
Sulf2,-0.052271314,-0.5639154,-0.13517846,-0.08613195,-0.03743444,-0.121260695,0.0645909,0.1675173,0.10326823,0.13513876
TCHH,0.31547892,-0.38938925,-0.3436177,-0.21178497,-0.024863454,0.10962338,0.12756303,0.18266378,0.28714362,0.030760607
TGFB1,0.28808638,-0.22532514,-0.07221495,0.084700115,-0.327094,0.20777208,0.086558975,0.08060356,0.009409015,0.08962763
TGFB2,-0.053816315,-0.19313516,-0.10297397,-0.16227561,0.040414374,-0.120556474,0.121808246,0.1321401,0.14957061,-0.14141476
TGFBI,1.2320113,-1.5757265,0.17532411,0.36747083,-1.5402642,0.292699,-1.2099787,-0.9127086,0.18904376,-0.13107887
TGM1,-0.9144893,-0.38524777,0.44684517,-0.105162315,0.30968648,0.08711964,-0.30233496,0.24512967,0.036751624,0.2918471
TGM2,1.4164337,-0.6666643,0.60579234,-0.14504889,-0.60650325,0.3933723,0.04870866,-0.78678393,0.47207364,-0.12988102
TGM3,-1.1028498,1.2253542,-0.5402584,1.6057472,-1.5050508,1.015829,-1.795471,-0.62481487,2.0870194,1.1318076
TGM5,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
THBS1,-1.2823932,1.3654578,-0.61446655,-1.7464825,3.4489822,0.9151676,1.7292471,-1.5641196,1.6741917,2.554119
THBS2,0.14385769,-0.24564609,-0.27523866,-0.1321671,-0.20687781,0.21737331,0.050402205,0.009937437,0.40207052,0.24279407
THBS3,-0.10179158,-0.15285145,-0.21200468,0.04816326,-0.3375175,0.33463115,-0.055405084,-0.614655,0.44076607,0.8983047
THBS4,-0.41016296,-2.8583558,0.09939881,-0.8730268,2.224597,-0.00074814033,-0.8936634,-1.079192,-1.5266039,2.472472
THSD4,0.23982845,-0.5352477,0.7437434,-1.0287431,2.2143393,-0.5683452,0.22728607,-0.005087378,2.0334907,-1.9448164
TIMP1,-1.0587714,-0.6726585,1.0833093,-0.11863852,0.34279588,0.08941053,-0.39625502,0.041498117,1.1342803,-0.1849891
TIMP2,-0.13115513,-0.12556754,-0.0762933,-0.10731581,-0.15410541,0.016922379,0.00857294,-0.21443307,0.25234336,0.23822112
TIMP3,3.2152655,-7.73234,2.936968,1.2212646,0.9149095,0.29634812,0.21921518,1.3884138,-0.25784382,1.5781338
TINAG,-0.87252927,0.550609,-1.9284865,-0.34353086,0.21857548,0.033191673,-1.2298901,0.19005892,-0.85943586,1.0027847
TINAGL1,0.11376587,0.57781553,-1.3261906,-0.2925163,0.9801267,0.049889285,-0.73160136,-0.71907145,0.3429153,1.0438194
TNC,2.0998273,-0.8327222,1.098601,0.45592332,-1.3281186,0.41149032,0.16815268,-1.0450009,-0.27471483,0.8324881
TNFAIP6,0.36371574,-0.5029369,-0.47390613,-0.072838314,0.19758967,0.304241,0.25677526,0.47011507,-0.7113329,-0.49636105
TNFSF10,-0.041210476,-0.19553977,-0.030001938,-0.018729685,0.040284477,-0.026489075,-0.0027648727,0.124228075,0.1418002,-0.09250135
TNFSF12,-0.0799183,-0.17772786,-0.09800382,-0.22949958,0.0076873247,-0.13694008,0.1673797,0.08854778,0.14383128,-0.11186447
TNFSF13,-1.3576405,1.2540481,-0.05674027,2.1348088,-2.3940485,1.2084994,-2.4566238,-0.85030484,3.21113,1.2292536
TNFSFM13;TNFSF13,-0.15165979,-0.16764885,-0.07739484,-0.37565964,-0.09226506,-0.16064721,0.2259691,-0.009128163,0.11308253,0.03648239
TNN,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
TNXB,0.2514616,1.200497,0.727228,0.5583826,-1.0039822,0.8089744,-0.056203693,-0.30863875,-0.14608467,1.7083572
TRY10,-0.21726337,-0.7154926,-0.57763255,-0.8985679,0.92215645,0.20960216,0.035692085,-0.6847436,0.46574962,0.85450864
TSKU,-0.0693618,-0.13201636,-0.07720621,-0.20087129,-0.03931992,-0.11123437,0.12611161,0.015725773,0.16708833,-0.024496023
TSPEAR,0.24529625,-0.3557541,-0.298719,-0.21727093,-0.022143036,0.05022676,0.13951567,0.17990154,0.27240205,-0.016274154
Tgfbi,-0.43511832,-0.65898377,-0.8134542,-0.19499707,-0.35341033,-1.2344315,-0.54404104,-0.20346987,0.88060033,-0.07499045
Tgm1,-0.09402461,-0.10728928,-0.12013418,-0.24844393,-0.090954565,-0.10686637,0.109982066,0.10871015,0.11783334,-0.28242776
Tgm2,-1.2341349,-0.0059498935,-1.5247061,0.59785753,-0.09990839,0.057959862,0.83458775,-0.35469308,0.20070527,-1.0547141
Thbs1,1.1063393,-1.7531081,-0.18623148,2.2682252,2.12515,-0.7686571,1.1168684,-0.05428564,-0.039842717,1.4005822
Thbs2,-0.41437754,-0.450429,-1.1134722,0.40160605,-0.40293756,-1.8529726,-1.0540311,-0.9915434,1.4759098,0.13011858
Thbs3,-0.25707242,0.2926236,-0.48719677,-0.36730134,-0.39846805,0.13805275,0.13630156,0.14423388,-0.2283485,-0.8424028
Thbs4,-0.53440326,-0.46592906,-1.4850756,0.67200965,-0.07157641,-1.375897,-0.11236465,-0.7579554,1.4760174,0.13985978
Timp2,0.09944147,0.15019727,0.13666566,-0.69788545,-0.19855674,-0.22636421,-0.59310275,0.1602441,0.29367808,-0.16543709
Tinagl1,-0.6394703,-0.3239187,-1.3785661,2.4947062,2.2223318,0.46428132,1.8252014,-0.3371538,0.22084288,-0.345655
Tnc,1.0531423,1.9159129,-0.18602167,-3.9094348,-2.768472,-0.43658152,-3.6473153,1.9862192,3.83767,-1.0220726
Tnr,0.11947756,0.19240053,0.14462312,-0.8117593,-0.21699859,-0.23974979,-0.68499047,0.20807748,0.29069006,-0.18127558
Try4,-0.09784594,-0.15208739,-0.026297817,-0.33615342,-0.05819537,-0.12952536,0.025609924,0.13820884,0.16849115,-0.08770671
VCAN,2.2227354,0.9911322,-1.1668342,-1.2720013,1.6092421,-0.051133234,0.26133317,-2.1964414,0.96032614,2.2277577
VEGFA,-0.07346619,-0.12598802,-0.023620158,-0.11971435,-0.07630729,0.03632609,0.0059046126,-0.37906823,0.20566857,0.44524235
VEGFB,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
VIT,-0.13351214,-0.16846308,-0.20326738,0.19925506,-0.6121858,0.65507096,-0.35255107,-1.2113458,0.7523698,1.5524429
VTN,1.3150567,-6.409551,-1.1454359,-0.79111814,0.13845675,-0.505191,-3.2032335,1.1868722,-0.17252676,-1.0510672
VWA1,1.0198474,-0.31125563,-0.06282328,-0.7235937,0.18030515,0.4614891,0.12433667,-1.1009712,1.2142618,0.06401878
VWA2,0.27672336,-0.3701339,-0.31853476,-0.21460232,-0.024289485,0.07614947,0.13442908,0.18071929,0.2791795,0.0028906174
VWA3B,-0.007946192,-0.052556634,0.103984624,0.062966116,-0.0959722,-0.032215446,0.07425,0.14664505,-0.043853413,-0.09785169
VWA5A,-0.7095906,-0.30506966,-0.26556936,-0.6404309,2.165518,-0.45100352,-0.39598358,0.51881826,1.0240972,-0.6218076
VWA9,-0.3113143,-1.2900524,-1.1384374,-1.7086468,1.8522154,0.61329436,0.024859302,-1.3573924,0.8111916,1.67876
VWF,1.3814375,-0.42402825,-1.3860714,-0.30710164,0.11535994,0.8573477,0.18369141,0.9281108,-1.6050705,-1.2625796
Vcan,-0.18992186,-0.14277412,-0.5459267,0.92842215,0.83380383,-0.06384639,0.62834746,-0.35157916,0.0750364,-0.09895164
Vtn,0.05352685,-1.4097967,-0.13002138,1.139262,0.8121027,-1.426067,0.027868666,-0.78971756,0.08862224,0.31210777
Vwa1,-0.46473458,-0.08249819,-1.0064695,0.94094807,0.78030646,-0.10105711,0.7520168,-0.32347423,0.2790071,-0.3476662
Vwa5a,-0.17581575,0.66852117,-0.63620543,-0.08788629,0.05570863,0.30338973,0.18674321,-0.30302072,0.14700913,-1.1324974
Vwa5b2,0.07503826,0.17045714,0.117586434,-1.0436646,-0.2087253,-0.22003075,-0.7612015,0.37101442,0.18106124,-0.19206212
Vwf,0.31793982,0.47836626,0.24381779,-1.0378287,-0.1919695,-0.3710367,-1.1210506,0.30515584,0.51283693,0.013556318
WFIKKN2,-0.06433262,-0.1651971,-0.103754744,-0.1904461,0.022855954,-0.14008904,0.1279306,0.066173874,0.16803329,-0.083005734
WIF1,-0.1273069,-0.17798555,0.028653238,-0.19944367,0.05576229,-0.087591305,0.13968523,0.187557,0.1607878,-0.17231917
WISP2,1.9988796,-1.80348,-1.1374199,0.024539944,0.12782776,1.1051109,0.74518245,1.0268265,-1.7167544,-1.143341
WISP3,-0.09010456,-0.108285435,-0.08937095,-0.1835232,-0.09443017,-0.07978024,0.10463838,-0.11350849,0.16902393,0.09834698
WNT11,-0.064832315,-0.14797403,-0.038907014,-0.19540188,-0.04688495,-0.07565824,0.12099265,0.10007445,0.1423863,-0.09243952
WNT3A,-0.05922868,-0.18957509,-0.103074476,-0.17323682,0.03331626,-0.12272781,0.13090779,0.12505308,0.14872888,-0.13676809
WNT4,0.7153287,-0.070766635,0.88809586,1.5034326,-1.3756834,0.3584772,-0.078431815,0.7125818,-1.3318853,0.3932444
WNT6,-0.2184382,-0.72178507,-0.5838929,-0.9071345,0.93178385,0.21405928,0.035548814,-0.6919598,0.46930167,0.86336637
WNT9A,-0.053816315,-0.19313516,-0.10297397,-0.16227561,0.040414374,-0.120556474,0.121808246,0.1321401,0.14957061,-0.14141476
Wnt10a,-0.054880828,-0.027756667,0.09038007,-0.73095065,-0.16641536,-0.14559212,-0.40525764,0.27588826,0.16017577,-0.08703713
ZP1,-0.22910154,-0.77517825,-0.63598144,-0.9798083,1.0132171,0.25158352,0.034548003,-0.75238574,0.5001258,0.93865913
ZP2,-0.22193979,-0.73931855,-0.6009979,-0.9309994,0.9585253,0.22638166,0.03522017,-0.7118026,0.4794238,0.8880914
ZP3,-0.19958498,-0.59051514,-0.4542217,-0.7401029,0.73892236,0.12251373,0.04036663,-0.54366523,0.3973602,0.6835558
ZP4,-0.60840714,1.3164676,0.9417262,-0.38235742,1.2422761,0.21799602,1.0371109,0.073175915,0.36229995,1.047163
