Gene_Symbol,Compartment_A,Compartment_B,DeltaZ_A,DeltaZ_B,Antagonism_Magnitude,Tissue
Fbln2,Skeletal_muscle_Soleus,Skeletal_muscle_TA,-0.1317818168054493,0.1256796664769329,0.25746148328238216,Skeletal muscle
Cst3,Skeletal_muscle_EDL,Skeletal_muscle_Soleus,0.0079474074212355,-0.2490912284406592,0.2570386358618947,Skeletal muscle
Ecm1,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,-0.1582958527445222,0.0979321216152404,0.25622797435976263,Skeletal muscle
SEMA3D,IAF,OAF,0.0612050600117439,-0.192873280196652,0.2540783402083959,Intervertebral_disc
A2M,Glomerular,Tubulointerstitial,-0.1344725715110702,0.1185252161357661,0.2529977876468363,Kidney
ITIH6,IAF,OAF,-0.1139129189871219,0.136025695657947,0.2499386146450689,Intervertebral_disc
Anxa5,Skeletal_muscle_Soleus,Skeletal_muscle_TA,-0.2251837318233893,0.0167947008950653,0.2419784327184546,Skeletal muscle
Serpinf2,Decellularized_Tissue,Native_Tissue,-0.1672311990542416,0.0732297036660867,0.24046090272032833,Heart
Fbln2,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_Soleus,0.1086050019554826,-0.1317818168054493,0.24038681876093188,Skeletal muscle
Tgm2,Skeletal_muscle_EDL,Skeletal_muscle_Gastrocnemius,0.0064474014929363,-0.2300031970942945,0.2364505985872308,Skeletal muscle
F13B,IAF,OAF,0.0930215273485619,-0.1433626624448164,0.2363841897933783,Intervertebral_disc
F12,Skeletal_muscle_Soleus,Skeletal_muscle_TA,-0.1272511672899696,0.1028974860991725,0.2301486533891421,Skeletal muscle
GDF5,NP,OAF,-0.1319414455004377,0.0946593796659199,0.2266008251663576,Intervertebral_disc
ADIPOQ,IAF,NP,0.035088766277072,-0.1879450172579642,0.2230337835350362,Intervertebral_disc
LEFTY2;LEFTY1,NP,OAF,-0.0688238642705925,0.1490120675020499,0.2178359317726424,Intervertebral_disc
ANGPTL2,IAF,NP,0.2096693484952126,-0.0079067386301294,0.217576087125342,Intervertebral_disc
HMCN1,NP,OAF,0.2079714719040087,-0.0094231659954781,0.2173946378994868,Intervertebral_disc
LAMA4,Glomerular,Tubulointerstitial,0.0523800916823024,-0.1626264859933003,0.2150065776756027,Kidney
Try4,Cortex,Hippocampus,-0.1542333016899989,0.0524259208642683,0.20665922255426722,Brain
C1QC,IAF,OAF,0.111470497641692,-0.0932418992281385,0.2047123968698305,Intervertebral_disc
NID1,IAF,NP,-0.1506998107921242,0.0516646424407312,0.2023644532328554,Intervertebral_disc
ISM2,IAF,NP,-0.1175834778104222,0.0827671120835559,0.20035058989397808,Intervertebral_disc
Serpind1,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_Soleus,0.0047867226747096,-0.1946330111437429,0.1994197338184525,Skeletal muscle
SEMA3B,IAF,OAF,0.198761978559132,-0.0003273184762811,0.1990892970354131,Intervertebral_disc
CLEC11A,IAF,NP,0.1143498338985424,-0.0807709680085997,0.1951208019071421,Intervertebral_disc
Fbln1,Skeletal_muscle_EDL,Skeletal_muscle_Gastrocnemius,-0.1580127957332997,0.0353978967040093,0.19341069243730902,Skeletal muscle
GDF5,IAF,OAF,-0.0976613264530963,0.0946593796659199,0.1923207061190162,Intervertebral_disc
AMBP,Glomerular,Tubulointerstitial,-0.0504610425933594,0.1408864020264526,0.191347444619812,Kidney
Plg,Skeletal_muscle_EDL,Skeletal_muscle_Soleus,0.1256109743840802,-0.0654244142806671,0.19103538866474729,Skeletal muscle
SCUBE3,NP,OAF,-0.1342145446299631,0.0556268773930747,0.1898414220230378,Intervertebral_disc
Plg,Skeletal_muscle_EDL,Skeletal_muscle_TA,0.1256109743840802,-0.0608000503441773,0.1864110247282575,Skeletal muscle
ANGPTL2,NP,OAF,-0.0079067386301294,0.1762681927683121,0.1841749313984415,Intervertebral_disc
S100a16,Cortex,Hippocampus,0.0959466568715841,-0.0820911272563399,0.17803778412792398,Brain
SPON2,IAF,NP,0.1111452833537265,-0.06612088090035,0.17726616425407649,Intervertebral_disc
MBL2,IAF,NP,0.0313805301887014,-0.1444986630217963,0.1758791932104977,Intervertebral_disc
IGFBP6,IAF,NP,0.0407800163164417,-0.1342145446299631,0.1749945609464048,Intervertebral_disc
NRP1,IAF,NP,0.0214575283778975,-0.1529510607558562,0.1744085891337537,Intervertebral_disc
SEMA3D,IAF,NP,0.0612050600117439,-0.1130430906015697,0.1742481506133136,Intervertebral_disc
FBN1,Cortex,Ovary,-0.0933338109037277,0.0672535724403878,0.1605873833441155,Ovary
SFRP4,NP,OAF,-0.1239083573145417,0.0329016517384009,0.1568100090529426,Intervertebral_disc
PXDN,IAF,OAF,-0.0615910958899844,0.08530755086657,0.1468986467565544,Intervertebral_disc
NID2,Glomerular,Tubulointerstitial,0.1277043590534335,-0.0189671507732997,0.1466715098267332,Kidney
CCL21,NP,OAF,-0.1342145446299631,0.007894044988907,0.1421085896188701,Intervertebral_disc
SFRP4,IAF,OAF,-0.1065222259917445,0.0329016517384009,0.13942387773014542,Intervertebral_disc
PXDN,IAF,NP,-0.0615910958899844,0.0765804571711571,0.1381715530611415,Intervertebral_disc
SEMA3C,IAF,OAF,-0.0847963251445871,0.0479491414034907,0.13274546654807778,Intervertebral_disc
PLXDC2,NP,OAF,-0.1207377886257862,0.0064044517349947,0.1271422403607809,Intervertebral_disc
ADIPOQ,IAF,OAF,0.035088766277072,-0.0820664436934726,0.1171552099705446,Intervertebral_disc
MST1;MST1L,IAF,OAF,-0.0281550019086853,0.0791811790560612,0.10733618096474651,Intervertebral_disc
COL7A1,Glomerular,Tubulointerstitial,0.0036694141816705,-0.1036594864960004,0.1073289006776709,Kidney
MST1;MST1L,IAF,NP,-0.0281550019086853,0.0742213811934896,0.1023763831021749,Intervertebral_disc
TIMP1,IAF,NP,0.0691212517041334,-0.0302993397637029,0.0994205914678363,Intervertebral_disc
VWF,Glomerular,Tubulointerstitial,-0.0625686997436978,0.0349701134291536,0.0975388131728514,Kidney
CPAMD8,IAF,OAF,-0.0333688413393524,0.0607002282663985,0.0940690696057509,Intervertebral_disc
Kng1,Decellularized_Tissue,Native_Tissue,-0.0350700731107982,0.057856829960775,0.0929269030715732,Heart
COL18A1,IAF,NP,0.0154331319947589,-0.0648298488704727,0.0802629808652316,Intervertebral_disc
COL18A1,NP,OAF,-0.0648298488704727,0.0053488701408275,0.0701787190113002,Intervertebral_disc
AGT,IAF,OAF,0.0135175405180935,-0.0500552769131323,0.06357281743122581,Intervertebral_disc
Lama2,Skeletal_muscle_EDL,Skeletal_muscle_Gastrocnemius,0.0230392810135442,-0.0350545665844742,0.0580938475980184,Skeletal muscle
PLXDC2,IAF,OAF,-0.045580241249612,0.0064044517349947,0.0519846929846067,Intervertebral_disc
TIMP1,NP,OAF,-0.0302993397637029,0.0082766859302799,0.0385760256939828,Intervertebral_disc
Anxa5,Skeletal_muscle_Gastrocnemius,Skeletal_muscle_TA,-0.0131923512832242,0.0167947008950653,0.0299870521782895,Skeletal muscle
SERPINH1,IAF,OAF,-0.0220275879507928,0.0016857518525855,0.0237133398033783,Intervertebral_disc
CCL21,IAF,OAF,-0.0063601913267322,0.007894044988907,0.0142542363156392,Intervertebral_disc
